fecha,ticker_yahoo,empresa,precio_cierre,volumen,sma_50,sma_200
2025-12-08,CLNX.MC,Cellnex Telecom,24.8754,1207201,27.025576,30.6440825
2025-12-09,CLNX.MC,Cellnex Telecom,25.2009,1599907,26.947854,30.6013615
2025-12-10,CLNX.MC,Cellnex Telecom,25.2206,1239394,26.876444,30.555436
2025-12-11,CLNX.MC,Cellnex Telecom,25.0036,1041304,26.79083,30.5161155
2025-12-12,CLNX.MC,Cellnex Telecom,25.1811,559131,26.710936,30.488132
2025-12-15,CLNX.MC,Cellnex Telecom,25.2107,1100398,26.632226,30.457191
2025-12-16,CLNX.MC,Cellnex Telecom,25.2995,848057,26.56555,30.428814
2025-12-17,CLNX.MC,Cellnex Telecom,25.7532,1152192,26.49848,30.403691
2025-12-18,CLNX.MC,Cellnex Telecom,26.276,2190700,26.436736,30.378816
2025-12-19,CLNX.MC,Cellnex Telecom,26.5324,5971171,26.385052,30.353646
2025-12-22,CLNX.MC,Cellnex Telecom,26.1872,1043084,26.33317,30.325961
2025-12-23,CLNX.MC,Cellnex Telecom,26.3647,635495,26.283656,30.296354
2025-12-24,CLNX.MC,Cellnex Telecom,26.4831,269527,26.250516,30.266994
2025-12-26,CLNX.MC,Cellnex Telecom,26.4831,269527,26.214416,30.23931
2025-12-29,CLNX.MC,Cellnex Telecom,26.9763,1126976,26.176738,30.2130565
2025-12-30,CLNX.MC,Cellnex Telecom,27.2031,831759,26.148726,30.1877895
2025-12-31,CLNX.MC,Cellnex Telecom,27.0552,682721,26.117756,30.1627685
2026-01-02,CLNX.MC,Cellnex Telecom,27.0453,926660,26.08501,30.137994
2026-01-05,CLNX.MC,Cellnex Telecom,27.0256,1718869,26.045754,30.113614
2026-01-06,CLNX.MC,Cellnex Telecom,27.2722,1815219,26.007288,30.089136
2026-01-07,CLNX.MC,Cellnex Telecom,27.3017,1674083,25.9775,30.062045
2026-01-08,CLNX.MC,Cellnex Telecom,27.1242,1963450,25.958168,30.035841
2026-01-09,CLNX.MC,Cellnex Telecom,26.5324,1768941,25.93351,30.003129
2026-01-12,CLNX.MC,Cellnex Telecom,26.779,1368083,25.929762,29.9718965
2026-01-13,CLNX.MC,Cellnex Telecom,26.3,1177000,25.92255,29.929643
2026-01-14,CLNX.MC,Cellnex Telecom,26.1,1757516,25.917848,29.8931425
2026-01-15,CLNX.MC,Cellnex Telecom,26.17,959360,25.913558,29.869463
2026-01-16,CLNX.MC,Cellnex Telecom,26.02,1245583,25.897786,29.843801
2026-01-19,CLNX.MC,Cellnex Telecom,25.95,996963,25.872526,29.8238025
2026-01-20,CLNX.MC,Cellnex Telecom,25.2,1624270,25.851796,29.7938435
2026-01-21,CLNX.MC,Cellnex Telecom,25.17,1012815,25.838356,29.763981
2026-01-22,CLNX.MC,Cellnex Telecom,25.6,1459323,25.833122,29.7306985
2026-01-23,CLNX.MC,Cellnex Telecom,25.77,1345251,25.827934,29.693583
2026-01-26,CLNX.MC,Cellnex Telecom,25.95,988587,25.826346,29.6536215
2026-01-27,CLNX.MC,Cellnex Telecom,25.16,1694716,25.815074,29.607147
2026-01-28,CLNX.MC,Cellnex Telecom,25.62,1380773,25.817342,29.5629725
2026-01-29,CLNX.MC,Cellnex Telecom,26.06,1385228,25.839852,29.517991
2026-01-30,CLNX.MC,Cellnex Telecom,26.02,1783288,25.8659,29.475767
2026-02-02,CLNX.MC,Cellnex Telecom,25.99,2704855,25.893914,29.4326535
2026-02-03,CLNX.MC,Cellnex Telecom,26.01,1195897,25.908518,29.3919075
2026-02-04,CLNX.MC,Cellnex Telecom,27.73,2899810,25.957128,29.3590715
2026-02-05,CLNX.MC,Cellnex Telecom,27.85,1295022,26.006954,29.324864
2026-02-06,CLNX.MC,Cellnex Telecom,27.44,782704,26.045818,29.286388
2026-02-09,CLNX.MC,Cellnex Telecom,27.95,1081657,26.09291,29.250462
2026-02-10,CLNX.MC,Cellnex Telecom,28.64,2117177,26.155578,29.2198595
2026-02-11,CLNX.MC,Cellnex Telecom,28.8,1468490,26.226378,29.188775
2026-02-12,CLNX.MC,Cellnex Telecom,29.34,1316614,26.3208,29.1619185
2026-02-13,CLNX.MC,Cellnex Telecom,29.93,2359436,26.425838,29.140132
2026-02-16,CLNX.MC,Cellnex Telecom,29.8,1494126,26.52216,29.1190755
2026-02-17,CLNX.MC,Cellnex Telecom,30.5,1392833,26.62913,29.1068915
2026-02-18,CLNX.MC,Cellnex Telecom,30.43,3712861,26.740222,29.0992375
2026-02-19,CLNX.MC,Cellnex Telecom,30.0,1094289,26.836204,29.088793
2026-02-20,CLNX.MC,Cellnex Telecom,30.46,1532661,26.940992,29.0818315
2026-02-23,CLNX.MC,Cellnex Telecom,30.87,1207420,27.05832,29.0728285
2026-02-24,CLNX.MC,Cellnex Telecom,30.6,1715990,27.166698,29.0616375
2026-02-25,CLNX.MC,Cellnex Telecom,30.96,1185905,27.281684,29.052444
2026-02-26,CLNX.MC,Cellnex Telecom,31.1,1310640,27.397694,29.041535
2026-02-27,CLNX.MC,Cellnex Telecom,32.14,5234760,27.52543,29.0371075
2026-03-02,CLNX.MC,Cellnex Telecom,32.48,2228406,27.64951,29.0364995
2026-03-03,CLNX.MC,Cellnex Telecom,30.31,2810555,27.725062,29.023957
2026-03-04,CLNX.MC,Cellnex Telecom,30.46,1721975,27.810518,29.0111295
2026-03-05,CLNX.MC,Cellnex Telecom,29.86,2055390,27.880424,28.99476
2026-03-06,CLNX.MC,Cellnex Telecom,29.29,1792411,27.936562,28.977364
2026-03-09,CLNX.MC,Cellnex Telecom,29.24,1151829,27.9917,28.9591265
2026-03-10,CLNX.MC,Cellnex Telecom,29.52,1091609,28.042574,28.9405145
2026-03-11,CLNX.MC,Cellnex Telecom,29.25,1305048,28.083512,28.919271
2026-03-12,CLNX.MC,Cellnex Telecom,28.77,1363174,28.117808,28.8961205
2021-03-12,COL.MC,Inmobiliaria Colonial,6.6927,1171561,6.6927,6.6927
2021-03-15,COL.MC,Inmobiliaria Colonial,6.713,519419,6.70285,6.70285
2021-03-16,COL.MC,Inmobiliaria Colonial,6.7903,641266,6.732,6.732
2021-03-17,COL.MC,Inmobiliaria Colonial,6.7375,517284,6.733375,6.733375
2021-03-18,COL.MC,Inmobiliaria Colonial,6.6642,460445,6.71954,6.71954
2021-03-19,COL.MC,Inmobiliaria Colonial,6.6602,1276396,6.70965,6.70965
2021-03-22,COL.MC,Inmobiliaria Colonial,6.4282,670766,6.66944286,6.66944286
2021-03-23,COL.MC,Inmobiliaria Colonial,6.5259,563533,6.6515,6.6515
2021-03-24,COL.MC,Inmobiliaria Colonial,6.6724,630646,6.65382222,6.65382222
2021-03-25,COL.MC,Inmobiliaria Colonial,6.6561,492376,6.65405,6.65405
2021-03-26,COL.MC,Inmobiliaria Colonial,6.6846,379739,6.65682727,6.65682727
2021-03-29,COL.MC,Inmobiliaria Colonial,6.7253,635365,6.66253333,6.66253333
2021-03-30,COL.MC,Inmobiliaria Colonial,6.8432,580876,6.67643077,6.67643077
2021-03-31,COL.MC,Inmobiliaria Colonial,6.7171,549943,6.67933571,6.67933571
2021-04-01,COL.MC,Inmobiliaria Colonial,6.7334,411606,6.68294,6.68294
2021-04-05,COL.MC,Inmobiliaria Colonial,6.7334,411606,6.68609375,6.68609375
2021-04-06,COL.MC,Inmobiliaria Colonial,6.7578,322596,6.69031176,6.69031176
2021-04-07,COL.MC,Inmobiliaria Colonial,6.7537,402628,6.69383333,6.69383333
2021-04-08,COL.MC,Inmobiliaria Colonial,6.7171,529948,6.69505789,6.69505789
2021-04-09,COL.MC,Inmobiliaria Colonial,6.6846,369522,6.694535,6.694535
2021-04-12,COL.MC,Inmobiliaria Colonial,6.6317,2095981,6.69154286,6.69154286
2021-04-13,COL.MC,Inmobiliaria Colonial,6.6846,1020015,6.69122727,6.69122727
2021-04-14,COL.MC,Inmobiliaria Colonial,6.7293,1541594,6.69288261,6.69288261
2021-04-15,COL.MC,Inmobiliaria Colonial,6.6439,1073998,6.69084167,6.69084167
2021-04-16,COL.MC,Inmobiliaria Colonial,6.6439,406577,6.688964,6.688964
2021-04-19,COL.MC,Inmobiliaria Colonial,6.7578,509514,6.69161154,6.69161154
2021-04-20,COL.MC,Inmobiliaria Colonial,6.827,511110,6.69662593,6.69662593
2021-04-21,COL.MC,Inmobiliaria Colonial,6.7537,306145,6.69866429,6.69866429
2021-04-22,COL.MC,Inmobiliaria Colonial,6.8148,478128,6.70266897,6.70266897
2021-04-23,COL.MC,Inmobiliaria Colonial,6.7415,337516,6.70396333,6.70396333
2021-04-26,COL.MC,Inmobiliaria Colonial,6.888,325636,6.7099,6.7099
2021-04-27,COL.MC,Inmobiliaria Colonial,6.9002,264865,6.71584688,6.71584688
2021-04-28,COL.MC,Inmobiliaria Colonial,6.8514,430914,6.71995455,6.71995455
2021-04-29,COL.MC,Inmobiliaria Colonial,6.9165,471576,6.72573529,6.72573529
2021-04-30,COL.MC,Inmobiliaria Colonial,6.8636,494247,6.72967429,6.72967429
2021-05-03,COL.MC,Inmobiliaria Colonial,6.888,468684,6.73407222,6.73407222
2021-05-04,COL.MC,Inmobiliaria Colonial,7.0955,758899,6.74384054,6.74384054
2021-05-05,COL.MC,Inmobiliaria Colonial,6.9816,608626,6.75009737,6.75009737
2021-05-06,COL.MC,Inmobiliaria Colonial,7.128,601682,6.75978718,6.75978718
2021-05-07,COL.MC,Inmobiliaria Colonial,7.185,529676,6.7704175,6.7704175
2021-05-10,COL.MC,Inmobiliaria Colonial,7.425,640254,6.78638293,6.78638293
2021-05-11,COL.MC,Inmobiliaria Colonial,7.364,670033,6.80013571,6.80013571
2021-05-12,COL.MC,Inmobiliaria Colonial,7.242,395338,6.81041163,6.81041163
2021-05-13,COL.MC,Inmobiliaria Colonial,7.1565,224250,6.81827727,6.81827727
2021-05-14,COL.MC,Inmobiliaria Colonial,7.2786,237009,6.82850667,6.82850667
2021-05-17,COL.MC,Inmobiliaria Colonial,7.2013,340870,6.83661087,6.83661087
2021-05-18,COL.MC,Inmobiliaria Colonial,7.0873,961837,6.84194468,6.84194468
2021-05-19,COL.MC,Inmobiliaria Colonial,7.0589,454419,6.84646458,6.84646458
2021-05-20,COL.MC,Inmobiliaria Colonial,7.0141,379350,6.84988571,6.84988571
2021-05-21,COL.MC,Inmobiliaria Colonial,7.0426,588098,6.85374,6.85374
2021-05-24,COL.MC,Inmobiliaria Colonial,7.1931,212609,6.863748,6.86039412
2021-05-25,COL.MC,Inmobiliaria Colonial,7.1646,351475,6.87278,6.86624423
2021-05-26,COL.MC,Inmobiliaria Colonial,7.1769,468873,6.880512,6.87210566
2021-05-27,COL.MC,Inmobiliaria Colonial,7.3274,1246370,6.89231,6.88053704
2021-05-28,COL.MC,Inmobiliaria Colonial,7.4169,549300,6.907364,6.89028909
2021-05-31,COL.MC,Inmobiliaria Colonial,7.421,257480,6.92258,6.89976607
2021-06-01,COL.MC,Inmobiliaria Colonial,7.4494,345183,6.943004,6.90940877
2021-06-02,COL.MC,Inmobiliaria Colonial,7.4942,469163,6.96237,6.91949138
2021-06-03,COL.MC,Inmobiliaria Colonial,7.5634,809186,6.98019,6.93040508
2021-06-04,COL.MC,Inmobiliaria Colonial,7.4942,1400779,6.996952,6.93980167
2021-06-07,COL.MC,Inmobiliaria Colonial,7.5186,806680,7.013632,6.94929016
2021-06-08,COL.MC,Inmobiliaria Colonial,7.6488,848222,7.032102,6.96057258
2021-06-09,COL.MC,Inmobiliaria Colonial,7.7464,607321,7.050166,6.97304603
2021-06-10,COL.MC,Inmobiliaria Colonial,7.7912,584311,7.071648,6.98582969
2021-06-11,COL.MC,Inmobiliaria Colonial,7.6936,663796,7.090852,6.99671846
2021-06-14,COL.MC,Inmobiliaria Colonial,7.7342,586131,7.110868,7.00789242
2021-06-15,COL.MC,Inmobiliaria Colonial,7.6285,572836,7.128282,7.01715522
2021-06-16,COL.MC,Inmobiliaria Colonial,7.5023,1073875,7.143254,7.02428971
2021-06-17,COL.MC,Inmobiliaria Colonial,7.4494,1569047,7.1579,7.03045072
2021-06-18,COL.MC,Inmobiliaria Colonial,7.2175,2166889,7.168558,7.03312286
2021-06-21,COL.MC,Inmobiliaria Colonial,7.246,833956,7.180844,7.03612113
2021-06-22,COL.MC,Inmobiliaria Colonial,7.307,496219,7.193292,7.03988333
2021-06-23,COL.MC,Inmobiliaria Colonial,7.2094,513663,7.202894,7.04220548
2021-06-24,COL.MC,Inmobiliaria Colonial,7.2135,399323,7.214286,7.04452027
2021-06-25,COL.MC,Inmobiliaria Colonial,7.1728,442449,7.224864,7.04623067
2021-06-28,COL.MC,Inmobiliaria Colonial,6.9978,584551,7.229664,7.04559342
2021-06-29,COL.MC,Inmobiliaria Colonial,6.9734,332274,7.232592,7.04465584
2021-06-30,COL.MC,Inmobiliaria Colonial,6.9287,576909,7.236092,7.04316923
2021-07-01,COL.MC,Inmobiliaria Colonial,7.0467,488363,7.24073,7.04321392
2021-07-02,COL.MC,Inmobiliaria Colonial,7.1321,374952,7.248542,7.044325
2021-07-05,COL.MC,Inmobiliaria Colonial,7.2135,311981,7.255052,7.04641358
2021-07-06,COL.MC,Inmobiliaria Colonial,7.2297,623947,7.261642,7.04864878
2021-07-07,COL.MC,Inmobiliaria Colonial,7.2745,602036,7.270104,7.05136988
2021-07-08,COL.MC,Inmobiliaria Colonial,7.1565,457514,7.274904,7.05262143
2021-07-09,COL.MC,Inmobiliaria Colonial,7.3559,577633,7.28475,7.05618941
2021-07-12,COL.MC,Inmobiliaria Colonial,7.5602,589084,7.298194,7.06205
2021-07-13,COL.MC,Inmobiliaria Colonial,7.3475,471153,7.303234,7.06533103
2021-07-14,COL.MC,Inmobiliaria Colonial,7.2266,516294,7.308134,7.06716364
2021-07-15,COL.MC,Inmobiliaria Colonial,7.139,423597,7.308354,7.06797079
2021-07-16,COL.MC,Inmobiliaria Colonial,7.2224,639892,7.309102,7.06968667
2021-07-19,COL.MC,Inmobiliaria Colonial,7.089,700332,7.302382,7.0698989
2021-07-20,COL.MC,Inmobiliaria Colonial,7.2766,744752,7.300634,7.07214565
2021-07-21,COL.MC,Inmobiliaria Colonial,7.4643,708847,7.30508,7.07636237
2021-07-22,COL.MC,Inmobiliaria Colonial,7.3767,542879,7.309484,7.07955745
2021-07-23,COL.MC,Inmobiliaria Colonial,7.4893,625023,7.313698,7.08387053
2021-07-26,COL.MC,Inmobiliaria Colonial,7.4768,718450,7.319208,7.08796354
2021-07-27,COL.MC,Inmobiliaria Colonial,7.5268,606961,7.327998,7.09248763
2021-07-28,COL.MC,Inmobiliaria Colonial,7.506,828418,7.33694,7.09670714
2021-07-29,COL.MC,Inmobiliaria Colonial,7.4559,701934,7.345776,7.10033535
2021-07-30,COL.MC,Inmobiliaria Colonial,7.4976,838814,7.354876,7.104308
2021-08-02,COL.MC,Inmobiliaria Colonial,7.6561,763238,7.364136,7.10977129
2021-08-03,COL.MC,Inmobiliaria Colonial,7.4726,545800,7.370296,7.11332843
2021-08-04,COL.MC,Inmobiliaria Colonial,7.5519,439375,7.377796,7.11758641
2021-08-05,COL.MC,Inmobiliaria Colonial,7.7562,456293,7.386372,7.12372692
2021-08-06,COL.MC,Inmobiliaria Colonial,7.8438,577896,7.39491,7.13058476
2021-08-09,COL.MC,Inmobiliaria Colonial,7.7437,383145,7.401364,7.13636887
2021-08-10,COL.MC,Inmobiliaria Colonial,7.6895,458403,7.406166,7.14153832
2021-08-11,COL.MC,Inmobiliaria Colonial,7.7729,453487,7.41174,7.14738426
2021-08-12,COL.MC,Inmobiliaria Colonial,7.7979,298978,7.41643,7.15335229
2021-08-13,COL.MC,Inmobiliaria Colonial,7.8855,443777,7.424256,7.16000818
2021-08-16,COL.MC,Inmobiliaria Colonial,7.9355,442038,7.432594,7.16699459
2021-08-17,COL.MC,Inmobiliaria Colonial,7.7812,326487,7.435242,7.17247857
2021-08-18,COL.MC,Inmobiliaria Colonial,7.8396,250967,7.437106,7.1783823
2021-08-19,COL.MC,Inmobiliaria Colonial,7.7562,597819,7.436406,7.18345088
2021-08-20,COL.MC,Inmobiliaria Colonial,7.6895,452957,7.436324,7.1878513
2021-08-23,COL.MC,Inmobiliaria Colonial,7.6353,489585,7.434346,7.19170862
2021-08-24,COL.MC,Inmobiliaria Colonial,7.6269,345165,7.434314,7.19542821
2021-08-25,COL.MC,Inmobiliaria Colonial,7.5018,558037,7.434304,7.19802458
2021-08-26,COL.MC,Inmobiliaria Colonial,7.4143,558827,7.433602,7.19984202
2021-08-27,COL.MC,Inmobiliaria Colonial,7.6561,392720,7.442374,7.20364417
2021-08-30,COL.MC,Inmobiliaria Colonial,7.6686,231449,7.450826,7.20748678
2021-08-31,COL.MC,Inmobiliaria Colonial,7.6436,616235,7.457558,7.21106148
2021-09-01,COL.MC,Inmobiliaria Colonial,7.7061,451139,7.467492,7.21508618
2021-09-02,COL.MC,Inmobiliaria Colonial,7.5435,553540,7.474092,7.21773468
2021-09-03,COL.MC,Inmobiliaria Colonial,7.3225,884409,7.477086,7.2185728
2021-09-06,COL.MC,Inmobiliaria Colonial,7.285,361664,7.48283,7.2191
2021-09-07,COL.MC,Inmobiliaria Colonial,7.2308,809369,7.487978,7.21919213
2021-09-08,COL.MC,Inmobiliaria Colonial,7.0348,1371476,7.4901,7.21775156
2021-09-09,COL.MC,Inmobiliaria Colonial,7.1015,989420,7.491196,7.21685039
2021-09-10,COL.MC,Inmobiliaria Colonial,7.0098,1097138,7.48875,7.21525769
2021-09-13,COL.MC,Inmobiliaria Colonial,7.285,1016886,7.49018,7.21579008
2021-09-14,COL.MC,Inmobiliaria Colonial,7.3684,680380,7.492954,7.21694621
2021-09-15,COL.MC,Inmobiliaria Colonial,7.2391,652399,7.492246,7.21711278
2021-09-16,COL.MC,Inmobiliaria Colonial,7.2892,865527,7.4949,7.21765075
2021-09-17,COL.MC,Inmobiliaria Colonial,7.2892,3113864,7.493566,7.21818074
2021-09-20,COL.MC,Inmobiliaria Colonial,7.2725,499671,7.487812,7.21858015
2021-09-21,COL.MC,Inmobiliaria Colonial,7.3892,445045,7.488646,7.21982555
2021-09-22,COL.MC,Inmobiliaria Colonial,7.3017,540810,7.490148,7.22041884
2021-09-23,COL.MC,Inmobiliaria Colonial,7.3726,571857,7.49482,7.22151367
2021-09-24,COL.MC,Inmobiliaria Colonial,7.2641,325558,7.495654,7.22181786
2021-09-27,COL.MC,Inmobiliaria Colonial,7.3642,520735,7.501158,7.22282766
2021-09-28,COL.MC,Inmobiliaria Colonial,7.0556,638406,7.496738,7.22165
2021-09-29,COL.MC,Inmobiliaria Colonial,7.0306,650761,7.488064,7.22031399
2021-09-30,COL.MC,Inmobiliaria Colonial,6.9889,1089469,7.480308,7.21870694
2021-10-01,COL.MC,Inmobiliaria Colonial,7.0598,7983348,7.471718,7.21761103
2021-10-04,COL.MC,Inmobiliaria Colonial,6.9847,689088,7.461876,7.21601575
2021-10-05,COL.MC,Inmobiliaria Colonial,6.9973,587146,7.451286,7.21452789
2021-10-06,COL.MC,Inmobiliaria Colonial,6.9639,759553,7.440444,7.21283446
2021-10-07,COL.MC,Inmobiliaria Colonial,7.0056,837726,7.431438,7.21144362
2021-10-08,COL.MC,Inmobiliaria Colonial,6.943,939663,7.420346,7.209654
2021-10-11,COL.MC,Inmobiliaria Colonial,6.9639,1138537,7.406502,7.20802649
2021-10-12,COL.MC,Inmobiliaria Colonial,6.9931,679420,7.396912,7.2066125
2021-10-13,COL.MC,Inmobiliaria Colonial,6.9597,654478,7.385068,7.20499869
2021-10-14,COL.MC,Inmobiliaria Colonial,7.0473,482862,7.37089,7.20397468
2021-10-15,COL.MC,Inmobiliaria Colonial,7.0806,749542,7.355626,7.20317871
2021-10-18,COL.MC,Inmobiliaria Colonial,7.0223,524329,7.341198,7.20201923
2021-10-19,COL.MC,Inmobiliaria Colonial,7.0389,585570,7.328186,7.20098025
2021-10-20,COL.MC,Inmobiliaria Colonial,6.9389,875096,7.311506,7.19932152
2021-10-21,COL.MC,Inmobiliaria Colonial,6.9472,667126,7.294492,7.19773585
2021-10-22,COL.MC,Inmobiliaria Colonial,6.9347,329215,7.275476,7.19609188
2021-10-25,COL.MC,Inmobiliaria Colonial,6.8805,470592,7.254376,7.19413168
2021-10-26,COL.MC,Inmobiliaria Colonial,6.9889,427271,7.23853,7.19286481
2021-10-27,COL.MC,Inmobiliaria Colonial,7.0723,501125,7.223184,7.19212515
2021-10-28,COL.MC,Inmobiliaria Colonial,7.1557,914718,7.211174,7.19190305
2021-10-29,COL.MC,Inmobiliaria Colonial,7.0139,800962,7.197662,7.19082424
2021-11-01,COL.MC,Inmobiliaria Colonial,6.9305,502461,7.183566,7.18925602
2021-11-02,COL.MC,Inmobiliaria Colonial,6.8805,565107,7.168638,7.18740719
2021-11-03,COL.MC,Inmobiliaria Colonial,6.8847,572655,7.156296,7.18560536
2021-11-04,COL.MC,Inmobiliaria Colonial,7.0806,609230,7.149622,7.18498402
2021-11-05,COL.MC,Inmobiliaria Colonial,7.2349,646750,7.141198,7.18527765
2021-11-08,COL.MC,Inmobiliaria Colonial,7.1515,663009,7.130856,7.18508012
2021-11-09,COL.MC,Inmobiliaria Colonial,7.1474,460162,7.120932,7.18486105
2021-11-10,COL.MC,Inmobiliaria Colonial,7.089,389332,7.10859,7.18430694
2021-11-11,COL.MC,Inmobiliaria Colonial,7.0181,553044,7.098082,7.18335172
2021-11-12,COL.MC,Inmobiliaria Colonial,7.0681,556389,7.092994,7.18269314
2021-11-15,COL.MC,Inmobiliaria Colonial,7.1557,558418,7.090408,7.18253977
2021-11-16,COL.MC,Inmobiliaria Colonial,7.1515,504837,7.088822,7.18236441
2021-11-17,COL.MC,Inmobiliaria Colonial,6.9597,530721,7.08732,7.18111348
2021-11-18,COL.MC,Inmobiliaria Colonial,6.8638,1111574,7.082566,7.17934078
2021-11-19,COL.MC,Inmobiliaria Colonial,6.7304,911747,7.076978,7.17684667
2021-11-22,COL.MC,Inmobiliaria Colonial,6.7512,645890,7.066302,7.17449503
2021-11-23,COL.MC,Inmobiliaria Colonial,6.8221,878758,7.055376,7.17255879
2021-11-24,COL.MC,Inmobiliaria Colonial,6.9806,570891,7.050206,7.17150984
2021-11-25,COL.MC,Inmobiliaria Colonial,7.0932,458063,7.046286,7.17108424
2021-11-26,COL.MC,Inmobiliaria Colonial,6.8096,1008458,7.036694,7.16913027
2021-11-29,COL.MC,Inmobiliaria Colonial,6.8596,627236,7.028436,7.16746613
2021-11-30,COL.MC,Inmobiliaria Colonial,6.672,1184356,7.014092,7.16481658
2021-12-01,COL.MC,Inmobiliaria Colonial,6.5803,1120898,6.999664,7.16170745
2021-12-02,COL.MC,Inmobiliaria Colonial,6.5469,797405,6.98315,7.1584545
2021-12-03,COL.MC,Inmobiliaria Colonial,6.4843,993392,6.967554,7.15490632
2021-12-06,COL.MC,Inmobiliaria Colonial,6.5761,407636,6.951792,7.15187592
2021-12-07,COL.MC,Inmobiliaria Colonial,6.6094,526657,6.942868,7.14905052
2021-12-08,COL.MC,Inmobiliaria Colonial,6.6386,972927,6.935028,7.1464057
2021-12-09,COL.MC,Inmobiliaria Colonial,6.6428,744655,6.928106,7.14380979
2021-12-10,COL.MC,Inmobiliaria Colonial,6.7137,688617,6.921184,7.1416041
2021-12-13,COL.MC,Inmobiliaria Colonial,6.5594,540911,6.912678,7.13863367
2021-12-14,COL.MC,Inmobiliaria Colonial,6.5969,743418,6.90467,7.13588376
2021-12-15,COL.MC,Inmobiliaria Colonial,6.6094,422364,6.89758,7.13322475
