Activo_1,Activo_2,Correlacion,Sector_Activo_1,Sector_Activo_2
Santander,Banco Sabadell,0.710945850029901,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Solaria,Banco Sabadell,0.032646559377042916,Energías Renovables,Bancos Y Cajas De Ahorro
Telefónica,Banco Sabadell,0.2524412859105023,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Unicaja,Banco Sabadell,0.6959873754199218,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
ACS,Bankinter,0.4035954758704395,Construcción,Bancos Y Cajas De Ahorro
Acciona,Bankinter,0.16976394680618734,Construcción,Bancos Y Cajas De Ahorro
Acciona Energía,Bankinter,0.09975460865541863,Energías Renovables,Bancos Y Cajas De Ahorro
Acerinox,Bankinter,0.3696909116191097,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
Aena,Bankinter,0.2901954689170602,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Amadeus IT Group,Bankinter,0.32161707753909924,Electrónica Y Software,Bancos Y Cajas De Ahorro
ArcelorMittal,Bankinter,0.36848646987890116,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
BBVA,Bankinter,0.638374653231223,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Banco Sabadell,Bankinter,0.7484560546518263,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
CaixaBank,Bankinter,0.8160828766984362,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Cellnex Telecom,Bankinter,-0.0009683156448901801,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Enagás,Bankinter,0.09360324447323075,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Endesa,Bankinter,0.1885507195210731,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Ferrovial,Bankinter,0.28614192999489013,Construcción,Bancos Y Cajas De Ahorro
Fluidra,Bankinter,0.22275751652621265,Ingeniería Y Otros,Bancos Y Cajas De Ahorro
Grifols,Bankinter,0.1386297654321075,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Iberdrola,Bankinter,0.1380418042789649,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Inditex,Bankinter,0.29019575751902865,"Textil, Vestido Y Calzado",Bancos Y Cajas De Ahorro
Indra,Bankinter,0.23050899638254416,Electrónica Y Software,Bancos Y Cajas De Ahorro
Inmobiliaria Colonial,Bankinter,0.22333436350873812,Socimi,Bancos Y Cajas De Ahorro
International Airlines Group,Bankinter,0.36709104522986336,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Laboratorios Rovi,Bankinter,0.1255284130813928,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Logista,Bankinter,0.3215142766908767,Transporte Y Distribución,Bancos Y Cajas De Ahorro
MAPFRE,Bankinter,0.49240858661448533,Seguros,Bancos Y Cajas De Ahorro
Meliá Hotels International,Bankinter,0.330539203154068,"Ocio, Turismo Y Hostelería",Bancos Y Cajas De Ahorro
Merlin Properties,Bankinter,0.27758783981569723,Socimi,Bancos Y Cajas De Ahorro
Naturgy,Bankinter,0.13032599316960275,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Redeia,Bankinter,0.043049517268296776,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Repsol,Bankinter,0.25808317967559424,Petróleo,Bancos Y Cajas De Ahorro
Sacyr,Bankinter,0.4038769051614885,Construcción,Bancos Y Cajas De Ahorro
Santander,Bankinter,0.6749788809340153,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Solaria,Bankinter,0.031020520339389138,Energías Renovables,Bancos Y Cajas De Ahorro
Telefónica,Bankinter,0.21957206171972335,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Unicaja,Bankinter,0.6968929071182304,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
ACS,CaixaBank,0.40985717262610444,Construcción,Bancos Y Cajas De Ahorro
Acciona,CaixaBank,0.19284330865512492,Construcción,Bancos Y Cajas De Ahorro
Acciona Energía,CaixaBank,0.11559422538872156,Energías Renovables,Bancos Y Cajas De Ahorro
Acerinox,CaixaBank,0.38570052633564844,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
Aena,CaixaBank,0.29550787189589045,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Amadeus IT Group,CaixaBank,0.3221629181152948,Electrónica Y Software,Bancos Y Cajas De Ahorro
ArcelorMittal,CaixaBank,0.392090165710837,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
BBVA,CaixaBank,0.674384901569452,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Banco Sabadell,CaixaBank,0.7754568732128081,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Bankinter,CaixaBank,0.8160828766984362,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Cellnex Telecom,CaixaBank,-0.025267593625106808,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Enagás,CaixaBank,0.11333083578962995,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Endesa,CaixaBank,0.18840944257775236,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Ferrovial,CaixaBank,0.2807171145118004,Construcción,Bancos Y Cajas De Ahorro
Fluidra,CaixaBank,0.21447374393525948,Ingeniería Y Otros,Bancos Y Cajas De Ahorro
Grifols,CaixaBank,0.1389020513183457,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Iberdrola,CaixaBank,0.16071871759832923,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Inditex,CaixaBank,0.28969818875388176,"Textil, Vestido Y Calzado",Bancos Y Cajas De Ahorro
Indra,CaixaBank,0.2370276124328817,Electrónica Y Software,Bancos Y Cajas De Ahorro
Inmobiliaria Colonial,CaixaBank,0.21663822188096765,Socimi,Bancos Y Cajas De Ahorro
International Airlines Group,CaixaBank,0.3729450156861154,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Laboratorios Rovi,CaixaBank,0.11708337786810391,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Logista,CaixaBank,0.30326522309270876,Transporte Y Distribución,Bancos Y Cajas De Ahorro
MAPFRE,CaixaBank,0.4981983251850615,Seguros,Bancos Y Cajas De Ahorro
Meliá Hotels International,CaixaBank,0.345520669327777,"Ocio, Turismo Y Hostelería",Bancos Y Cajas De Ahorro
Merlin Properties,CaixaBank,0.26319165848000153,Socimi,Bancos Y Cajas De Ahorro
Naturgy,CaixaBank,0.14114202377266952,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Redeia,CaixaBank,0.049702393616430265,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Repsol,CaixaBank,0.3052429003895413,Petróleo,Bancos Y Cajas De Ahorro
Sacyr,CaixaBank,0.4078229546344575,Construcción,Bancos Y Cajas De Ahorro
Santander,CaixaBank,0.7222954982486743,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Solaria,CaixaBank,0.05524768301189679,Energías Renovables,Bancos Y Cajas De Ahorro
Telefónica,CaixaBank,0.2035933288229425,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Unicaja,CaixaBank,0.7059202764220042,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
ACS,Cellnex Telecom,0.172335734584507,Construcción,Telecomunicaciones Y Otros
Acciona,Cellnex Telecom,0.395266795904673,Construcción,Telecomunicaciones Y Otros
Acciona Energía,Cellnex Telecom,0.35520401445257904,Energías Renovables,Telecomunicaciones Y Otros
Acerinox,Cellnex Telecom,0.14307541320104714,"Mineral, Metales Y Transformación",Telecomunicaciones Y Otros
Aena,Cellnex Telecom,0.2707566148197395,Transporte Y Distribución,Telecomunicaciones Y Otros
Amadeus IT Group,Cellnex Telecom,0.2605639422450203,Electrónica Y Software,Telecomunicaciones Y Otros
ArcelorMittal,Cellnex Telecom,0.11951856152810807,"Mineral, Metales Y Transformación",Telecomunicaciones Y Otros
BBVA,Cellnex Telecom,0.09931697749656698,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Banco Sabadell,Cellnex Telecom,-0.005942263202874805,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Bankinter,Cellnex Telecom,-0.0009683156448901801,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
CaixaBank,Cellnex Telecom,-0.025267593625106808,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Enagás,Cellnex Telecom,0.3286530711322465,Electricidad Y Gas,Telecomunicaciones Y Otros
Endesa,Cellnex Telecom,0.32492834809667814,Electricidad Y Gas,Telecomunicaciones Y Otros
Ferrovial,Cellnex Telecom,0.33807690687513237,Construcción,Telecomunicaciones Y Otros
Fluidra,Cellnex Telecom,0.3083428952481186,Ingeniería Y Otros,Telecomunicaciones Y Otros
Grifols,Cellnex Telecom,0.1909544642487075,Productos Farmacéuticos Y Biotecnología,Telecomunicaciones Y Otros
Iberdrola,Cellnex Telecom,0.40663041465247923,Electricidad Y Gas,Telecomunicaciones Y Otros
Inditex,Cellnex Telecom,0.24223353926895935,"Textil, Vestido Y Calzado",Telecomunicaciones Y Otros
Indra,Cellnex Telecom,0.11970764463435613,Electrónica Y Software,Telecomunicaciones Y Otros
Inmobiliaria Colonial,Cellnex Telecom,0.4373042765351721,Socimi,Telecomunicaciones Y Otros
International Airlines Group,Cellnex Telecom,0.16837295662919172,Transporte Y Distribución,Telecomunicaciones Y Otros
Laboratorios Rovi,Cellnex Telecom,0.18577694839771697,Productos Farmacéuticos Y Biotecnología,Telecomunicaciones Y Otros
Logista,Cellnex Telecom,0.2010974006901073,Transporte Y Distribución,Telecomunicaciones Y Otros
MAPFRE,Cellnex Telecom,0.1776053733691971,Seguros,Telecomunicaciones Y Otros
Meliá Hotels International,Cellnex Telecom,0.19373643238310698,"Ocio, Turismo Y Hostelería",Telecomunicaciones Y Otros
Merlin Properties,Cellnex Telecom,0.3741341832734842,Socimi,Telecomunicaciones Y Otros
Naturgy,Cellnex Telecom,0.2777024955842696,Electricidad Y Gas,Telecomunicaciones Y Otros
Redeia,Cellnex Telecom,0.3687406759648369,Electricidad Y Gas,Telecomunicaciones Y Otros
Repsol,Cellnex Telecom,-0.024541842280105596,Petróleo,Telecomunicaciones Y Otros
Sacyr,Cellnex Telecom,0.255752637914642,Construcción,Telecomunicaciones Y Otros
Santander,Cellnex Telecom,0.09280769051876284,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Solaria,Cellnex Telecom,0.3032434936450177,Energías Renovables,Telecomunicaciones Y Otros
Telefónica,Cellnex Telecom,0.23165701190808005,Telecomunicaciones Y Otros,Telecomunicaciones Y Otros
Unicaja,Cellnex Telecom,0.008537750921459747,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
ACS,Enagás,0.21601699925363366,Construcción,Electricidad Y Gas
Acciona,Enagás,0.43126768625395057,Construcción,Electricidad Y Gas
Acciona Energía,Enagás,0.29938967932096394,Energías Renovables,Electricidad Y Gas
Acerinox,Enagás,0.15311805866193764,"Mineral, Metales Y Transformación",Electricidad Y Gas
Aena,Enagás,0.26522922217330125,Transporte Y Distribución,Electricidad Y Gas
Amadeus IT Group,Enagás,0.14015585740138017,Electrónica Y Software,Electricidad Y Gas
ArcelorMittal,Enagás,0.1325996043356207,"Mineral, Metales Y Transformación",Electricidad Y Gas
BBVA,Enagás,0.13400266266314653,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Banco Sabadell,Enagás,0.08562580526614359,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Bankinter,Enagás,0.09360324447323075,Bancos Y Cajas De Ahorro,Electricidad Y Gas
CaixaBank,Enagás,0.11333083578962995,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Cellnex Telecom,Enagás,0.3286530711322465,Telecomunicaciones Y Otros,Electricidad Y Gas
Endesa,Enagás,0.5086493898240144,Electricidad Y Gas,Electricidad Y Gas
Ferrovial,Enagás,0.3009344767724563,Construcción,Electricidad Y Gas
Fluidra,Enagás,0.14036903490804414,Ingeniería Y Otros,Electricidad Y Gas
Grifols,Enagás,0.13239368491840114,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Iberdrola,Enagás,0.48995291914999894,Electricidad Y Gas,Electricidad Y Gas
Inditex,Enagás,0.17777081139455858,"Textil, Vestido Y Calzado",Electricidad Y Gas
Indra,Enagás,0.11411718201113724,Electrónica Y Software,Electricidad Y Gas
Inmobiliaria Colonial,Enagás,0.361996031016835,Socimi,Electricidad Y Gas
International Airlines Group,Enagás,0.12260187792656747,Transporte Y Distribución,Electricidad Y Gas
Laboratorios Rovi,Enagás,0.08529880440720178,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Logista,Enagás,0.22208727174173354,Transporte Y Distribución,Electricidad Y Gas
MAPFRE,Enagás,0.26557740626873594,Seguros,Electricidad Y Gas
Meliá Hotels International,Enagás,0.1392183395587946,"Ocio, Turismo Y Hostelería",Electricidad Y Gas
Merlin Properties,Enagás,0.3433570248631733,Socimi,Electricidad Y Gas
Naturgy,Enagás,0.518394845393834,Electricidad Y Gas,Electricidad Y Gas
Redeia,Enagás,0.6544297289113226,Electricidad Y Gas,Electricidad Y Gas
Repsol,Enagás,0.20298404089499478,Petróleo,Electricidad Y Gas
Sacyr,Enagás,0.2876811731421968,Construcción,Electricidad Y Gas
Santander,Enagás,0.1636385513645146,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Solaria,Enagás,0.2863747281135532,Energías Renovables,Electricidad Y Gas
Telefónica,Enagás,0.3286996348834284,Telecomunicaciones Y Otros,Electricidad Y Gas
Unicaja,Enagás,0.09012748756209357,Bancos Y Cajas De Ahorro,Electricidad Y Gas
ACS,Endesa,0.2987021379266062,Construcción,Electricidad Y Gas
Acciona,Endesa,0.4786226449674512,Construcción,Electricidad Y Gas
Acciona Energía,Endesa,0.37519520981283977,Energías Renovables,Electricidad Y Gas
Acerinox,Endesa,0.20506910644303092,"Mineral, Metales Y Transformación",Electricidad Y Gas
Aena,Endesa,0.2952335836992565,Transporte Y Distribución,Electricidad Y Gas
Amadeus IT Group,Endesa,0.22830120585113928,Electrónica Y Software,Electricidad Y Gas
ArcelorMittal,Endesa,0.1341628516748201,"Mineral, Metales Y Transformación",Electricidad Y Gas
BBVA,Endesa,0.21569334743634574,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Banco Sabadell,Endesa,0.1620402395894946,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Bankinter,Endesa,0.1885507195210731,Bancos Y Cajas De Ahorro,Electricidad Y Gas
CaixaBank,Endesa,0.18840944257775236,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Cellnex Telecom,Endesa,0.32492834809667814,Telecomunicaciones Y Otros,Electricidad Y Gas
Enagás,Endesa,0.5086493898240144,Electricidad Y Gas,Electricidad Y Gas
Ferrovial,Endesa,0.361179134118959,Construcción,Electricidad Y Gas
Fluidra,Endesa,0.22657147167136196,Ingeniería Y Otros,Electricidad Y Gas
Grifols,Endesa,0.10233278274653733,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Iberdrola,Endesa,0.7177065115084783,Electricidad Y Gas,Electricidad Y Gas
Inditex,Endesa,0.24912959062856488,"Textil, Vestido Y Calzado",Electricidad Y Gas
Indra,Endesa,0.13187716031658583,Electrónica Y Software,Electricidad Y Gas
Inmobiliaria Colonial,Endesa,0.3501930394522501,Socimi,Electricidad Y Gas
International Airlines Group,Endesa,0.2029859688928365,Transporte Y Distribución,Electricidad Y Gas
Laboratorios Rovi,Endesa,0.13562285951738523,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Logista,Endesa,0.2225833987009511,Transporte Y Distribución,Electricidad Y Gas
MAPFRE,Endesa,0.3045352112501545,Seguros,Electricidad Y Gas
Meliá Hotels International,Endesa,0.19788730975539087,"Ocio, Turismo Y Hostelería",Electricidad Y Gas
Merlin Properties,Endesa,0.35061006102752457,Socimi,Electricidad Y Gas
Naturgy,Endesa,0.48380687290444535,Electricidad Y Gas,Electricidad Y Gas
Redeia,Endesa,0.5508038114069239,Electricidad Y Gas,Electricidad Y Gas
Repsol,Endesa,0.1191011785370792,Petróleo,Electricidad Y Gas
Sacyr,Endesa,0.3300691804124476,Construcción,Electricidad Y Gas
Santander,Endesa,0.24580256232468056,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Solaria,Endesa,0.3566468321597209,Energías Renovables,Electricidad Y Gas
Telefónica,Endesa,0.2615802126349998,Telecomunicaciones Y Otros,Electricidad Y Gas
Unicaja,Endesa,0.17186885133577096,Bancos Y Cajas De Ahorro,Electricidad Y Gas
ACS,Ferrovial,0.5804544094215536,Construcción,Construcción
Acciona,Ferrovial,0.35776769277902665,Construcción,Construcción
Acciona Energía,Ferrovial,0.26056863478088405,Energías Renovables,Construcción
Acerinox,Ferrovial,0.36947163348236034,"Mineral, Metales Y Transformación",Construcción
Aena,Ferrovial,0.5399648726294103,Transporte Y Distribución,Construcción
Amadeus IT Group,Ferrovial,0.47348992395354494,Electrónica Y Software,Construcción
ArcelorMittal,Ferrovial,0.3455055116587376,"Mineral, Metales Y Transformación",Construcción
BBVA,Ferrovial,0.3929439344140962,Bancos Y Cajas De Ahorro,Construcción
Banco Sabadell,Ferrovial,0.28029151787181356,Bancos Y Cajas De Ahorro,Construcción
Bankinter,Ferrovial,0.28614192999489013,Bancos Y Cajas De Ahorro,Construcción
CaixaBank,Ferrovial,0.2807171145118004,Bancos Y Cajas De Ahorro,Construcción
Cellnex Telecom,Ferrovial,0.33807690687513237,Telecomunicaciones Y Otros,Construcción
Enagás,Ferrovial,0.3009344767724563,Electricidad Y Gas,Construcción
Endesa,Ferrovial,0.361179134118959,Electricidad Y Gas,Construcción
Fluidra,Ferrovial,0.3533979035926994,Ingeniería Y Otros,Construcción
Grifols,Ferrovial,0.1888809997347081,Productos Farmacéuticos Y Biotecnología,Construcción
Iberdrola,Ferrovial,0.3782838335067048,Electricidad Y Gas,Construcción
Inditex,Ferrovial,0.44708965243560994,"Textil, Vestido Y Calzado",Construcción
Indra,Ferrovial,0.3041877056619067,Electrónica Y Software,Construcción
Inmobiliaria Colonial,Ferrovial,0.4153441810601349,Socimi,Construcción
International Airlines Group,Ferrovial,0.4624581026093526,Transporte Y Distribución,Construcción
Laboratorios Rovi,Ferrovial,0.1946002439058308,Productos Farmacéuticos Y Biotecnología,Construcción
Logista,Ferrovial,0.31961117286338125,Transporte Y Distribución,Construcción
MAPFRE,Ferrovial,0.3976913013051882,Seguros,Construcción
Meliá Hotels International,Ferrovial,0.4020599043667169,"Ocio, Turismo Y Hostelería",Construcción
Merlin Properties,Ferrovial,0.4372984315158505,Socimi,Construcción
Naturgy,Ferrovial,0.2974829179544539,Electricidad Y Gas,Construcción
Redeia,Ferrovial,0.2764104704805824,Electricidad Y Gas,Construcción
Repsol,Ferrovial,0.20566785766256274,Petróleo,Construcción
Sacyr,Ferrovial,0.5554662659689813,Construcción,Construcción
Santander,Ferrovial,0.41526976820912387,Bancos Y Cajas De Ahorro,Construcción
Solaria,Ferrovial,0.26011613676893885,Energías Renovables,Construcción
Telefónica,Ferrovial,0.21507918997076284,Telecomunicaciones Y Otros,Construcción
Unicaja,Ferrovial,0.2810931047900021,Bancos Y Cajas De Ahorro,Construcción
ACS,Fluidra,0.3101993493082736,Construcción,Ingeniería Y Otros
Acciona,Fluidra,0.2815107450445513,Construcción,Ingeniería Y Otros
Acciona Energía,Fluidra,0.24362342040537122,Energías Renovables,Ingeniería Y Otros
Acerinox,Fluidra,0.3675926918684747,"Mineral, Metales Y Transformación",Ingeniería Y Otros
Aena,Fluidra,0.29705800532756754,Transporte Y Distribución,Ingeniería Y Otros
Amadeus IT Group,Fluidra,0.33913925029279013,Electrónica Y Software,Ingeniería Y Otros
ArcelorMittal,Fluidra,0.37680689557868374,"Mineral, Metales Y Transformación",Ingeniería Y Otros
BBVA,Fluidra,0.32949575958213095,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Banco Sabadell,Fluidra,0.21491709012242458,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Bankinter,Fluidra,0.22275751652621265,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
CaixaBank,Fluidra,0.21447374393525948,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Cellnex Telecom,Fluidra,0.3083428952481186,Telecomunicaciones Y Otros,Ingeniería Y Otros
Enagás,Fluidra,0.14036903490804414,Electricidad Y Gas,Ingeniería Y Otros
Endesa,Fluidra,0.22657147167136196,Electricidad Y Gas,Ingeniería Y Otros
Ferrovial,Fluidra,0.3533979035926994,Construcción,Ingeniería Y Otros
Grifols,Fluidra,0.2118867323707737,Productos Farmacéuticos Y Biotecnología,Ingeniería Y Otros
Iberdrola,Fluidra,0.23523914171921725,Electricidad Y Gas,Ingeniería Y Otros
Inditex,Fluidra,0.3199446422902017,"Textil, Vestido Y Calzado",Ingeniería Y Otros
Indra,Fluidra,0.20195789666584715,Electrónica Y Software,Ingeniería Y Otros
Inmobiliaria Colonial,Fluidra,0.3887053202093566,Socimi,Ingeniería Y Otros
International Airlines Group,Fluidra,0.35188757952293137,Transporte Y Distribución,Ingeniería Y Otros
Laboratorios Rovi,Fluidra,0.24005526585440087,Productos Farmacéuticos Y Biotecnología,Ingeniería Y Otros
Logista,Fluidra,0.22608687165080713,Transporte Y Distribución,Ingeniería Y Otros
MAPFRE,Fluidra,0.2581049479755219,Seguros,Ingeniería Y Otros
Meliá Hotels International,Fluidra,0.33231812556699186,"Ocio, Turismo Y Hostelería",Ingeniería Y Otros
Merlin Properties,Fluidra,0.36664132851223497,Socimi,Ingeniería Y Otros
Naturgy,Fluidra,0.12259529278412815,Electricidad Y Gas,Ingeniería Y Otros
Redeia,Fluidra,0.16247482796902354,Electricidad Y Gas,Ingeniería Y Otros
Repsol,Fluidra,0.12072949403512699,Petróleo,Ingeniería Y Otros
Sacyr,Fluidra,0.3477519627386566,Construcción,Ingeniería Y Otros
Santander,Fluidra,0.3513757309653527,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Solaria,Fluidra,0.2321186910996238,Energías Renovables,Ingeniería Y Otros
Telefónica,Fluidra,0.12936519437419083,Telecomunicaciones Y Otros,Ingeniería Y Otros
Unicaja,Fluidra,0.21358450798113526,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
ACS,Grifols,0.15277307701021983,Construcción,Productos Farmacéuticos Y Biotecnología
Acciona,Grifols,0.18229207017897706,Construcción,Productos Farmacéuticos Y Biotecnología
Acciona Energía,Grifols,0.18400302747124736,Energías Renovables,Productos Farmacéuticos Y Biotecnología
Acerinox,Grifols,0.17724701471888968,"Mineral, Metales Y Transformación",Productos Farmacéuticos Y Biotecnología
Aena,Grifols,0.21192462368416995,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
Amadeus IT Group,Grifols,0.28197165991536427,Electrónica Y Software,Productos Farmacéuticos Y Biotecnología
ArcelorMittal,Grifols,0.1884985362044426,"Mineral, Metales Y Transformación",Productos Farmacéuticos Y Biotecnología
BBVA,Grifols,0.19390862031149653,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Banco Sabadell,Grifols,0.16342040927346216,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Bankinter,Grifols,0.1386297654321075,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
CaixaBank,Grifols,0.1389020513183457,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Cellnex Telecom,Grifols,0.1909544642487075,Telecomunicaciones Y Otros,Productos Farmacéuticos Y Biotecnología
Enagás,Grifols,0.13239368491840114,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Endesa,Grifols,0.10233278274653733,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Ferrovial,Grifols,0.1888809997347081,Construcción,Productos Farmacéuticos Y Biotecnología
Fluidra,Grifols,0.2118867323707737,Ingeniería Y Otros,Productos Farmacéuticos Y Biotecnología
Iberdrola,Grifols,0.16172997592901114,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Inditex,Grifols,0.17166944745022483,"Textil, Vestido Y Calzado",Productos Farmacéuticos Y Biotecnología
Indra,Grifols,0.13984314375441295,Electrónica Y Software,Productos Farmacéuticos Y Biotecnología
Inmobiliaria Colonial,Grifols,0.28886964312439833,Socimi,Productos Farmacéuticos Y Biotecnología
International Airlines Group,Grifols,0.25358393796527723,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
Laboratorios Rovi,Grifols,0.15155683078442692,Productos Farmacéuticos Y Biotecnología,Productos Farmacéuticos Y Biotecnología
Logista,Grifols,0.14815014629175008,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
MAPFRE,Grifols,0.15080925691596705,Seguros,Productos Farmacéuticos Y Biotecnología
Meliá Hotels International,Grifols,0.2480966166878805,"Ocio, Turismo Y Hostelería",Productos Farmacéuticos Y Biotecnología
Merlin Properties,Grifols,0.24111534406453497,Socimi,Productos Farmacéuticos Y Biotecnología
Naturgy,Grifols,0.14146942297404352,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Redeia,Grifols,0.12204300020340501,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Repsol,Grifols,0.08361258491662582,Petróleo,Productos Farmacéuticos Y Biotecnología
Sacyr,Grifols,0.218312341990158,Construcción,Productos Farmacéuticos Y Biotecnología
Santander,Grifols,0.2223375859279645,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Solaria,Grifols,0.23040005491706902,Energías Renovables,Productos Farmacéuticos Y Biotecnología
Telefónica,Grifols,0.1424590173318041,Telecomunicaciones Y Otros,Productos Farmacéuticos Y Biotecnología
Unicaja,Grifols,0.1854016079200812,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
ACS,Iberdrola,0.29493891567332325,Construcción,Electricidad Y Gas
Acciona,Iberdrola,0.5415935344206776,Construcción,Electricidad Y Gas
Acciona Energía,Iberdrola,0.45356969811416953,Energías Renovables,Electricidad Y Gas
Acerinox,Iberdrola,0.19084880435972099,"Mineral, Metales Y Transformación",Electricidad Y Gas
Aena,Iberdrola,0.30693410356797596,Transporte Y Distribución,Electricidad Y Gas
Amadeus IT Group,Iberdrola,0.27628744137541555,Electrónica Y Software,Electricidad Y Gas
ArcelorMittal,Iberdrola,0.13805676358503616,"Mineral, Metales Y Transformación",Electricidad Y Gas
BBVA,Iberdrola,0.21668550435281667,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Banco Sabadell,Iberdrola,0.11013243462693785,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Bankinter,Iberdrola,0.1380418042789649,Bancos Y Cajas De Ahorro,Electricidad Y Gas
CaixaBank,Iberdrola,0.16071871759832923,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Cellnex Telecom,Iberdrola,0.40663041465247923,Telecomunicaciones Y Otros,Electricidad Y Gas
Enagás,Iberdrola,0.48995291914999894,Electricidad Y Gas,Electricidad Y Gas
Endesa,Iberdrola,0.7177065115084783,Electricidad Y Gas,Electricidad Y Gas
Ferrovial,Iberdrola,0.3782838335067048,Construcción,Electricidad Y Gas
Fluidra,Iberdrola,0.23523914171921725,Ingeniería Y Otros,Electricidad Y Gas
Grifols,Iberdrola,0.16172997592901114,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Inditex,Iberdrola,0.276888699540519,"Textil, Vestido Y Calzado",Electricidad Y Gas
Indra,Iberdrola,0.1428352623540164,Electrónica Y Software,Electricidad Y Gas
