Activo_1,Activo_2,Correlacion,Sector_Activo_1,Sector_Activo_2
Inmobiliaria Colonial,Iberdrola,0.38283568807526625,Socimi,Electricidad Y Gas
International Airlines Group,Iberdrola,0.2132691502304516,Transporte Y Distribución,Electricidad Y Gas
Laboratorios Rovi,Iberdrola,0.1635504429544484,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Logista,Iberdrola,0.2475645387468364,Transporte Y Distribución,Electricidad Y Gas
MAPFRE,Iberdrola,0.28473568546379885,Seguros,Electricidad Y Gas
Meliá Hotels International,Iberdrola,0.21975660451895776,"Ocio, Turismo Y Hostelería",Electricidad Y Gas
Merlin Properties,Iberdrola,0.36672724611341323,Socimi,Electricidad Y Gas
Naturgy,Iberdrola,0.46841310586373663,Electricidad Y Gas,Electricidad Y Gas
Redeia,Iberdrola,0.5462809685805223,Electricidad Y Gas,Electricidad Y Gas
Repsol,Iberdrola,0.08808315971381137,Petróleo,Electricidad Y Gas
Sacyr,Iberdrola,0.3507764524159522,Construcción,Electricidad Y Gas
Santander,Iberdrola,0.23215847135906525,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Solaria,Iberdrola,0.42972482594064537,Energías Renovables,Electricidad Y Gas
Telefónica,Iberdrola,0.26383540062099975,Telecomunicaciones Y Otros,Electricidad Y Gas
Unicaja,Iberdrola,0.11454392794120483,Bancos Y Cajas De Ahorro,Electricidad Y Gas
ACS,Inditex,0.4125046075060076,Construcción,"Textil, Vestido Y Calzado"
Acciona,Inditex,0.2395877123015019,Construcción,"Textil, Vestido Y Calzado"
Acciona Energía,Inditex,0.1533779661773373,Energías Renovables,"Textil, Vestido Y Calzado"
Acerinox,Inditex,0.331995715033195,"Mineral, Metales Y Transformación","Textil, Vestido Y Calzado"
Aena,Inditex,0.3956160030116543,Transporte Y Distribución,"Textil, Vestido Y Calzado"
Amadeus IT Group,Inditex,0.45156697738772017,Electrónica Y Software,"Textil, Vestido Y Calzado"
ArcelorMittal,Inditex,0.32105519350897604,"Mineral, Metales Y Transformación","Textil, Vestido Y Calzado"
BBVA,Inditex,0.4160517996519891,Bancos Y Cajas De Ahorro,"Textil, Vestido Y Calzado"
Banco Sabadell,Inditex,0.2780770516604178,Bancos Y Cajas De Ahorro,"Textil, Vestido Y Calzado"
Bankinter,Inditex,0.29019575751902865,Bancos Y Cajas De Ahorro,"Textil, Vestido Y Calzado"
CaixaBank,Inditex,0.28969818875388176,Bancos Y Cajas De Ahorro,"Textil, Vestido Y Calzado"
Cellnex Telecom,Inditex,0.24223353926895935,Telecomunicaciones Y Otros,"Textil, Vestido Y Calzado"
Enagás,Inditex,0.17777081139455858,Electricidad Y Gas,"Textil, Vestido Y Calzado"
Endesa,Inditex,0.24912959062856488,Electricidad Y Gas,"Textil, Vestido Y Calzado"
Ferrovial,Inditex,0.44708965243560994,Construcción,"Textil, Vestido Y Calzado"
Fluidra,Inditex,0.3199446422902017,Ingeniería Y Otros,"Textil, Vestido Y Calzado"
Grifols,Inditex,0.17166944745022483,Productos Farmacéuticos Y Biotecnología,"Textil, Vestido Y Calzado"
Iberdrola,Inditex,0.276888699540519,Electricidad Y Gas,"Textil, Vestido Y Calzado"
Indra,Inditex,0.21400173655225155,Electrónica Y Software,"Textil, Vestido Y Calzado"
Inmobiliaria Colonial,Inditex,0.3664816265368593,Socimi,"Textil, Vestido Y Calzado"
International Airlines Group,Inditex,0.43148458947985197,Transporte Y Distribución,"Textil, Vestido Y Calzado"
Laboratorios Rovi,Inditex,0.17518668244177382,Productos Farmacéuticos Y Biotecnología,"Textil, Vestido Y Calzado"
Logista,Inditex,0.2960098880207893,Transporte Y Distribución,"Textil, Vestido Y Calzado"
MAPFRE,Inditex,0.321155714078285,Seguros,"Textil, Vestido Y Calzado"
Meliá Hotels International,Inditex,0.4037483678436721,"Ocio, Turismo Y Hostelería","Textil, Vestido Y Calzado"
Merlin Properties,Inditex,0.3504861753073976,Socimi,"Textil, Vestido Y Calzado"
Naturgy,Inditex,0.18326308142091335,Electricidad Y Gas,"Textil, Vestido Y Calzado"
Redeia,Inditex,0.14103456662570746,Electricidad Y Gas,"Textil, Vestido Y Calzado"
Repsol,Inditex,0.2054296917738504,Petróleo,"Textil, Vestido Y Calzado"
Sacyr,Inditex,0.4129943484737901,Construcción,"Textil, Vestido Y Calzado"
Santander,Inditex,0.41748315802127395,Bancos Y Cajas De Ahorro,"Textil, Vestido Y Calzado"
Solaria,Inditex,0.15313117099239906,Energías Renovables,"Textil, Vestido Y Calzado"
Telefónica,Inditex,0.22649874311522372,Telecomunicaciones Y Otros,"Textil, Vestido Y Calzado"
Unicaja,Inditex,0.2857036554859779,Bancos Y Cajas De Ahorro,"Textil, Vestido Y Calzado"
ACS,Indra,0.3315742712135838,Construcción,Electrónica Y Software
Acciona,Indra,0.16019864093115246,Construcción,Electrónica Y Software
Acciona Energía,Indra,0.1104384293878608,Energías Renovables,Electrónica Y Software
Acerinox,Indra,0.24116285123040324,"Mineral, Metales Y Transformación",Electrónica Y Software
Aena,Indra,0.24266667181325527,Transporte Y Distribución,Electrónica Y Software
Amadeus IT Group,Indra,0.31807673804898556,Electrónica Y Software,Electrónica Y Software
ArcelorMittal,Indra,0.23333083616458716,"Mineral, Metales Y Transformación",Electrónica Y Software
BBVA,Indra,0.251625701915442,Bancos Y Cajas De Ahorro,Electrónica Y Software
Banco Sabadell,Indra,0.23802353401122392,Bancos Y Cajas De Ahorro,Electrónica Y Software
Bankinter,Indra,0.23050899638254416,Bancos Y Cajas De Ahorro,Electrónica Y Software
CaixaBank,Indra,0.2370276124328817,Bancos Y Cajas De Ahorro,Electrónica Y Software
Cellnex Telecom,Indra,0.11970764463435613,Telecomunicaciones Y Otros,Electrónica Y Software
Enagás,Indra,0.11411718201113724,Electricidad Y Gas,Electrónica Y Software
Endesa,Indra,0.13187716031658583,Electricidad Y Gas,Electrónica Y Software
Ferrovial,Indra,0.3041877056619067,Construcción,Electrónica Y Software
Fluidra,Indra,0.20195789666584715,Ingeniería Y Otros,Electrónica Y Software
Grifols,Indra,0.13984314375441295,Productos Farmacéuticos Y Biotecnología,Electrónica Y Software
Iberdrola,Indra,0.1428352623540164,Electricidad Y Gas,Electrónica Y Software
Inditex,Indra,0.21400173655225155,"Textil, Vestido Y Calzado",Electrónica Y Software
Inmobiliaria Colonial,Indra,0.19051461596907687,Socimi,Electrónica Y Software
International Airlines Group,Indra,0.25369824826405196,Transporte Y Distribución,Electrónica Y Software
Laboratorios Rovi,Indra,0.1972281463275507,Productos Farmacéuticos Y Biotecnología,Electrónica Y Software
Logista,Indra,0.20986480440725946,Transporte Y Distribución,Electrónica Y Software
MAPFRE,Indra,0.27188262715327516,Seguros,Electrónica Y Software
Meliá Hotels International,Indra,0.2698672911731452,"Ocio, Turismo Y Hostelería",Electrónica Y Software
Merlin Properties,Indra,0.2076826698314918,Socimi,Electrónica Y Software
Naturgy,Indra,0.08384798349478852,Electricidad Y Gas,Electrónica Y Software
Redeia,Indra,0.023065808062096432,Electricidad Y Gas,Electrónica Y Software
Repsol,Indra,0.1478550323423595,Petróleo,Electrónica Y Software
Sacyr,Indra,0.27858445912394203,Construcción,Electrónica Y Software
Santander,Indra,0.26568225204346346,Bancos Y Cajas De Ahorro,Electrónica Y Software
Solaria,Indra,0.14731579691214625,Energías Renovables,Electrónica Y Software
Telefónica,Indra,0.08918355561646593,Telecomunicaciones Y Otros,Electrónica Y Software
Unicaja,Indra,0.22757648145128437,Bancos Y Cajas De Ahorro,Electrónica Y Software
ACS,Inmobiliaria Colonial,0.36350423732200315,Construcción,Socimi
Acciona,Inmobiliaria Colonial,0.40296224970533134,Construcción,Socimi
Acciona Energía,Inmobiliaria Colonial,0.34970377579506623,Energías Renovables,Socimi
Acerinox,Inmobiliaria Colonial,0.3359070601854244,"Mineral, Metales Y Transformación",Socimi
Aena,Inmobiliaria Colonial,0.39953986816918124,Transporte Y Distribución,Socimi
Amadeus IT Group,Inmobiliaria Colonial,0.42454326446068635,Electrónica Y Software,Socimi
ArcelorMittal,Inmobiliaria Colonial,0.32116724712469846,"Mineral, Metales Y Transformación",Socimi
BBVA,Inmobiliaria Colonial,0.3326283139933267,Bancos Y Cajas De Ahorro,Socimi
Banco Sabadell,Inmobiliaria Colonial,0.23147441005638394,Bancos Y Cajas De Ahorro,Socimi
Bankinter,Inmobiliaria Colonial,0.22333436350873812,Bancos Y Cajas De Ahorro,Socimi
CaixaBank,Inmobiliaria Colonial,0.21663822188096765,Bancos Y Cajas De Ahorro,Socimi
Cellnex Telecom,Inmobiliaria Colonial,0.4373042765351721,Telecomunicaciones Y Otros,Socimi
Enagás,Inmobiliaria Colonial,0.361996031016835,Electricidad Y Gas,Socimi
Endesa,Inmobiliaria Colonial,0.3501930394522501,Electricidad Y Gas,Socimi
Ferrovial,Inmobiliaria Colonial,0.4153441810601349,Construcción,Socimi
Fluidra,Inmobiliaria Colonial,0.3887053202093566,Ingeniería Y Otros,Socimi
Grifols,Inmobiliaria Colonial,0.28886964312439833,Productos Farmacéuticos Y Biotecnología,Socimi
Iberdrola,Inmobiliaria Colonial,0.38283568807526625,Electricidad Y Gas,Socimi
Inditex,Inmobiliaria Colonial,0.3664816265368593,"Textil, Vestido Y Calzado",Socimi
Indra,Inmobiliaria Colonial,0.19051461596907687,Electrónica Y Software,Socimi
International Airlines Group,Inmobiliaria Colonial,0.3852201682281182,Transporte Y Distribución,Socimi
Laboratorios Rovi,Inmobiliaria Colonial,0.17966898968260456,Productos Farmacéuticos Y Biotecnología,Socimi
Logista,Inmobiliaria Colonial,0.31425526889117306,Transporte Y Distribución,Socimi
MAPFRE,Inmobiliaria Colonial,0.33736872979236887,Seguros,Socimi
Meliá Hotels International,Inmobiliaria Colonial,0.4110912482635191,"Ocio, Turismo Y Hostelería",Socimi
Merlin Properties,Inmobiliaria Colonial,0.7950715854721137,Socimi,Socimi
Naturgy,Inmobiliaria Colonial,0.324427594514629,Electricidad Y Gas,Socimi
Redeia,Inmobiliaria Colonial,0.3325654996631963,Electricidad Y Gas,Socimi
Repsol,Inmobiliaria Colonial,0.12296039643794689,Petróleo,Socimi
Sacyr,Inmobiliaria Colonial,0.4239855229330621,Construcción,Socimi
Santander,Inmobiliaria Colonial,0.36098116813906606,Bancos Y Cajas De Ahorro,Socimi
Solaria,Inmobiliaria Colonial,0.3040648687758079,Energías Renovables,Socimi
Telefónica,Inmobiliaria Colonial,0.30137483432690326,Telecomunicaciones Y Otros,Socimi
Unicaja,Inmobiliaria Colonial,0.23966419249260434,Bancos Y Cajas De Ahorro,Socimi
ACS,International Airlines Group,0.4484973186624631,Construcción,Transporte Y Distribución
Acciona,International Airlines Group,0.1963026502656799,Construcción,Transporte Y Distribución
Acciona Energía,International Airlines Group,0.18421695675937438,Energías Renovables,Transporte Y Distribución
Acerinox,International Airlines Group,0.43015921944670554,"Mineral, Metales Y Transformación",Transporte Y Distribución
Aena,International Airlines Group,0.5402876075366779,Transporte Y Distribución,Transporte Y Distribución
Amadeus IT Group,International Airlines Group,0.5596013747638715,Electrónica Y Software,Transporte Y Distribución
ArcelorMittal,International Airlines Group,0.39431175804540025,"Mineral, Metales Y Transformación",Transporte Y Distribución
BBVA,International Airlines Group,0.43572525059200207,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Banco Sabadell,International Airlines Group,0.3984053764569886,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Bankinter,International Airlines Group,0.36709104522986336,Bancos Y Cajas De Ahorro,Transporte Y Distribución
CaixaBank,International Airlines Group,0.3729450156861154,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Cellnex Telecom,International Airlines Group,0.16837295662919172,Telecomunicaciones Y Otros,Transporte Y Distribución
Enagás,International Airlines Group,0.12260187792656747,Electricidad Y Gas,Transporte Y Distribución
Endesa,International Airlines Group,0.2029859688928365,Electricidad Y Gas,Transporte Y Distribución
Ferrovial,International Airlines Group,0.4624581026093526,Construcción,Transporte Y Distribución
Fluidra,International Airlines Group,0.35188757952293137,Ingeniería Y Otros,Transporte Y Distribución
Grifols,International Airlines Group,0.25358393796527723,Productos Farmacéuticos Y Biotecnología,Transporte Y Distribución
Iberdrola,International Airlines Group,0.2132691502304516,Electricidad Y Gas,Transporte Y Distribución
Inditex,International Airlines Group,0.43148458947985197,"Textil, Vestido Y Calzado",Transporte Y Distribución
Indra,International Airlines Group,0.25369824826405196,Electrónica Y Software,Transporte Y Distribución
Inmobiliaria Colonial,International Airlines Group,0.3852201682281182,Socimi,Transporte Y Distribución
Laboratorios Rovi,International Airlines Group,0.10938663318929634,Productos Farmacéuticos Y Biotecnología,Transporte Y Distribución
Logista,International Airlines Group,0.25058449022137985,Transporte Y Distribución,Transporte Y Distribución
MAPFRE,International Airlines Group,0.3817769361358635,Seguros,Transporte Y Distribución
Meliá Hotels International,International Airlines Group,0.6234346877101569,"Ocio, Turismo Y Hostelería",Transporte Y Distribución
Merlin Properties,International Airlines Group,0.4059784950596469,Socimi,Transporte Y Distribución
Naturgy,International Airlines Group,0.17242699073162535,Electricidad Y Gas,Transporte Y Distribución
Redeia,International Airlines Group,0.09885825594368416,Electricidad Y Gas,Transporte Y Distribución
Repsol,International Airlines Group,0.17423865035738687,Petróleo,Transporte Y Distribución
Sacyr,International Airlines Group,0.4650792240117166,Construcción,Transporte Y Distribución
Santander,International Airlines Group,0.4949941413106544,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Solaria,International Airlines Group,0.12900136821813543,Energías Renovables,Transporte Y Distribución
Telefónica,International Airlines Group,0.19081550437856493,Telecomunicaciones Y Otros,Transporte Y Distribución
Unicaja,International Airlines Group,0.37479678803555694,Bancos Y Cajas De Ahorro,Transporte Y Distribución
ACS,Laboratorios Rovi,0.1714989707147922,Construcción,Productos Farmacéuticos Y Biotecnología
Acciona,Laboratorios Rovi,0.16392739338775328,Construcción,Productos Farmacéuticos Y Biotecnología
Acciona Energía,Laboratorios Rovi,0.1348864128347645,Energías Renovables,Productos Farmacéuticos Y Biotecnología
Acerinox,Laboratorios Rovi,0.12336952435693653,"Mineral, Metales Y Transformación",Productos Farmacéuticos Y Biotecnología
Aena,Laboratorios Rovi,0.11585492313506351,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
Amadeus IT Group,Laboratorios Rovi,0.17874330405645275,Electrónica Y Software,Productos Farmacéuticos Y Biotecnología
ArcelorMittal,Laboratorios Rovi,0.15532309723526092,"Mineral, Metales Y Transformación",Productos Farmacéuticos Y Biotecnología
BBVA,Laboratorios Rovi,0.15755038501683538,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Banco Sabadell,Laboratorios Rovi,0.12461232939782763,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Bankinter,Laboratorios Rovi,0.1255284130813928,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
CaixaBank,Laboratorios Rovi,0.11708337786810391,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Cellnex Telecom,Laboratorios Rovi,0.18577694839771697,Telecomunicaciones Y Otros,Productos Farmacéuticos Y Biotecnología
Enagás,Laboratorios Rovi,0.08529880440720178,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Endesa,Laboratorios Rovi,0.13562285951738523,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Ferrovial,Laboratorios Rovi,0.1946002439058308,Construcción,Productos Farmacéuticos Y Biotecnología
Fluidra,Laboratorios Rovi,0.24005526585440087,Ingeniería Y Otros,Productos Farmacéuticos Y Biotecnología
Grifols,Laboratorios Rovi,0.15155683078442692,Productos Farmacéuticos Y Biotecnología,Productos Farmacéuticos Y Biotecnología
Iberdrola,Laboratorios Rovi,0.1635504429544484,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Inditex,Laboratorios Rovi,0.17518668244177382,"Textil, Vestido Y Calzado",Productos Farmacéuticos Y Biotecnología
Indra,Laboratorios Rovi,0.1972281463275507,Electrónica Y Software,Productos Farmacéuticos Y Biotecnología
Inmobiliaria Colonial,Laboratorios Rovi,0.17966898968260456,Socimi,Productos Farmacéuticos Y Biotecnología
International Airlines Group,Laboratorios Rovi,0.10938663318929634,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
Logista,Laboratorios Rovi,0.20131740339536552,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
MAPFRE,Laboratorios Rovi,0.11006372788867835,Seguros,Productos Farmacéuticos Y Biotecnología
Meliá Hotels International,Laboratorios Rovi,0.15787262006244587,"Ocio, Turismo Y Hostelería",Productos Farmacéuticos Y Biotecnología
Merlin Properties,Laboratorios Rovi,0.17762292070641145,Socimi,Productos Farmacéuticos Y Biotecnología
Naturgy,Laboratorios Rovi,0.08324884159943259,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Redeia,Laboratorios Rovi,0.06542364612644182,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Repsol,Laboratorios Rovi,0.09649031076399707,Petróleo,Productos Farmacéuticos Y Biotecnología
Sacyr,Laboratorios Rovi,0.18768453353596065,Construcción,Productos Farmacéuticos Y Biotecnología
Santander,Laboratorios Rovi,0.1895096293874154,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Solaria,Laboratorios Rovi,0.16245685578768868,Energías Renovables,Productos Farmacéuticos Y Biotecnología
Telefónica,Laboratorios Rovi,0.084406941699247,Telecomunicaciones Y Otros,Productos Farmacéuticos Y Biotecnología
Unicaja,Laboratorios Rovi,0.11788526487362717,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
ACS,Logista,0.2862249654247684,Construcción,Transporte Y Distribución
Acciona,Logista,0.23958421596835527,Construcción,Transporte Y Distribución
Acciona Energía,Logista,0.1602340912870363,Energías Renovables,Transporte Y Distribución
Acerinox,Logista,0.2801677540292207,"Mineral, Metales Y Transformación",Transporte Y Distribución
Aena,Logista,0.28527741746317303,Transporte Y Distribución,Transporte Y Distribución
Amadeus IT Group,Logista,0.27695447696354136,Electrónica Y Software,Transporte Y Distribución
ArcelorMittal,Logista,0.23115953864969646,"Mineral, Metales Y Transformación",Transporte Y Distribución
BBVA,Logista,0.3358890625132055,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Banco Sabadell,Logista,0.3083247437583004,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Bankinter,Logista,0.3215142766908767,Bancos Y Cajas De Ahorro,Transporte Y Distribución
CaixaBank,Logista,0.30326522309270876,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Cellnex Telecom,Logista,0.2010974006901073,Telecomunicaciones Y Otros,Transporte Y Distribución
Enagás,Logista,0.22208727174173354,Electricidad Y Gas,Transporte Y Distribución
Endesa,Logista,0.2225833987009511,Electricidad Y Gas,Transporte Y Distribución
Ferrovial,Logista,0.31961117286338125,Construcción,Transporte Y Distribución
Fluidra,Logista,0.22608687165080713,Ingeniería Y Otros,Transporte Y Distribución
Grifols,Logista,0.14815014629175008,Productos Farmacéuticos Y Biotecnología,Transporte Y Distribución
Iberdrola,Logista,0.2475645387468364,Electricidad Y Gas,Transporte Y Distribución
Inditex,Logista,0.2960098880207893,"Textil, Vestido Y Calzado",Transporte Y Distribución
Indra,Logista,0.20986480440725946,Electrónica Y Software,Transporte Y Distribución
Inmobiliaria Colonial,Logista,0.31425526889117306,Socimi,Transporte Y Distribución
International Airlines Group,Logista,0.25058449022137985,Transporte Y Distribución,Transporte Y Distribución
Laboratorios Rovi,Logista,0.20131740339536552,Productos Farmacéuticos Y Biotecnología,Transporte Y Distribución
MAPFRE,Logista,0.37873378218491505,Seguros,Transporte Y Distribución
Meliá Hotels International,Logista,0.28042734980959627,"Ocio, Turismo Y Hostelería",Transporte Y Distribución
Merlin Properties,Logista,0.31624454136836133,Socimi,Transporte Y Distribución
Naturgy,Logista,0.201355097362819,Electricidad Y Gas,Transporte Y Distribución
Redeia,Logista,0.21649760551821212,Electricidad Y Gas,Transporte Y Distribución
Repsol,Logista,0.13901436644427215,Petróleo,Transporte Y Distribución
Sacyr,Logista,0.3609282896483501,Construcción,Transporte Y Distribución
Santander,Logista,0.3346720144428703,Bancos Y Cajas De Ahorro,Transporte Y Distribución
Solaria,Logista,0.10746986579477454,Energías Renovables,Transporte Y Distribución
Telefónica,Logista,0.21524802980031021,Telecomunicaciones Y Otros,Transporte Y Distribución
Unicaja,Logista,0.2900571288611116,Bancos Y Cajas De Ahorro,Transporte Y Distribución
ACS,MAPFRE,0.4403568259281136,Construcción,Seguros
Acciona,MAPFRE,0.2815478008802544,Construcción,Seguros
Acciona Energía,MAPFRE,0.19507239781053923,Energías Renovables,Seguros
Acerinox,MAPFRE,0.3886652591871372,"Mineral, Metales Y Transformación",Seguros
Aena,MAPFRE,0.3740603972067911,Transporte Y Distribución,Seguros
Amadeus IT Group,MAPFRE,0.30945423688348855,Electrónica Y Software,Seguros
ArcelorMittal,MAPFRE,0.3834928546975637,"Mineral, Metales Y Transformación",Seguros
BBVA,MAPFRE,0.529598476268751,Bancos Y Cajas De Ahorro,Seguros
Banco Sabadell,MAPFRE,0.4952881665955566,Bancos Y Cajas De Ahorro,Seguros
Bankinter,MAPFRE,0.49240858661448533,Bancos Y Cajas De Ahorro,Seguros
CaixaBank,MAPFRE,0.4981983251850615,Bancos Y Cajas De Ahorro,Seguros
Cellnex Telecom,MAPFRE,0.1776053733691971,Telecomunicaciones Y Otros,Seguros
Enagás,MAPFRE,0.26557740626873594,Electricidad Y Gas,Seguros
Endesa,MAPFRE,0.3045352112501545,Electricidad Y Gas,Seguros
Ferrovial,MAPFRE,0.3976913013051882,Construcción,Seguros
Fluidra,MAPFRE,0.2581049479755219,Ingeniería Y Otros,Seguros
Grifols,MAPFRE,0.15080925691596705,Productos Farmacéuticos Y Biotecnología,Seguros
Iberdrola,MAPFRE,0.28473568546379885,Electricidad Y Gas,Seguros
Inditex,MAPFRE,0.321155714078285,"Textil, Vestido Y Calzado",Seguros
Indra,MAPFRE,0.27188262715327516,Electrónica Y Software,Seguros
Inmobiliaria Colonial,MAPFRE,0.33736872979236887,Socimi,Seguros
International Airlines Group,MAPFRE,0.3817769361358635,Transporte Y Distribución,Seguros
Laboratorios Rovi,MAPFRE,0.11006372788867835,Productos Farmacéuticos Y Biotecnología,Seguros
Logista,MAPFRE,0.37873378218491505,Transporte Y Distribución,Seguros
Meliá Hotels International,MAPFRE,0.35595613990419034,"Ocio, Turismo Y Hostelería",Seguros
Merlin Properties,MAPFRE,0.3568394060368822,Socimi,Seguros
Naturgy,MAPFRE,0.2363689799472548,Electricidad Y Gas,Seguros
Redeia,MAPFRE,0.21829990623839304,Electricidad Y Gas,Seguros
Repsol,MAPFRE,0.2507032039713476,Petróleo,Seguros
Sacyr,MAPFRE,0.44659665390640796,Construcción,Seguros
Santander,MAPFRE,0.5690286206654305,Bancos Y Cajas De Ahorro,Seguros
Solaria,MAPFRE,0.13291349943617065,Energías Renovables,Seguros
Telefónica,MAPFRE,0.31735739710619404,Telecomunicaciones Y Otros,Seguros
Unicaja,MAPFRE,0.4779055460400968,Bancos Y Cajas De Ahorro,Seguros
ACS,Meliá Hotels International,0.4154195488685836,Construcción,"Ocio, Turismo Y Hostelería"
Acciona,Meliá Hotels International,0.21309789809252178,Construcción,"Ocio, Turismo Y Hostelería"
Acciona Energía,Meliá Hotels International,0.18448682152147028,Energías Renovables,"Ocio, Turismo Y Hostelería"
Acerinox,Meliá Hotels International,0.37942584698461884,"Mineral, Metales Y Transformación","Ocio, Turismo Y Hostelería"
Aena,Meliá Hotels International,0.47380707862187954,Transporte Y Distribución,"Ocio, Turismo Y Hostelería"
Amadeus IT Group,Meliá Hotels International,0.6086387740160605,Electrónica Y Software,"Ocio, Turismo Y Hostelería"
ArcelorMittal,Meliá Hotels International,0.35220772020360586,"Mineral, Metales Y Transformación","Ocio, Turismo Y Hostelería"
BBVA,Meliá Hotels International,0.4204980107257653,Bancos Y Cajas De Ahorro,"Ocio, Turismo Y Hostelería"
Banco Sabadell,Meliá Hotels International,0.3647235652336668,Bancos Y Cajas De Ahorro,"Ocio, Turismo Y Hostelería"
Bankinter,Meliá Hotels International,0.330539203154068,Bancos Y Cajas De Ahorro,"Ocio, Turismo Y Hostelería"
CaixaBank,Meliá Hotels International,0.345520669327777,Bancos Y Cajas De Ahorro,"Ocio, Turismo Y Hostelería"
Cellnex Telecom,Meliá Hotels International,0.19373643238310698,Telecomunicaciones Y Otros,"Ocio, Turismo Y Hostelería"
Enagás,Meliá Hotels International,0.1392183395587946,Electricidad Y Gas,"Ocio, Turismo Y Hostelería"
Endesa,Meliá Hotels International,0.19788730975539087,Electricidad Y Gas,"Ocio, Turismo Y Hostelería"
Ferrovial,Meliá Hotels International,0.4020599043667169,Construcción,"Ocio, Turismo Y Hostelería"
Fluidra,Meliá Hotels International,0.33231812556699186,Ingeniería Y Otros,"Ocio, Turismo Y Hostelería"
Grifols,Meliá Hotels International,0.2480966166878805,Productos Farmacéuticos Y Biotecnología,"Ocio, Turismo Y Hostelería"
Iberdrola,Meliá Hotels International,0.21975660451895776,Electricidad Y Gas,"Ocio, Turismo Y Hostelería"
Inditex,Meliá Hotels International,0.4037483678436721,"Textil, Vestido Y Calzado","Ocio, Turismo Y Hostelería"
Indra,Meliá Hotels International,0.2698672911731452,Electrónica Y Software,"Ocio, Turismo Y Hostelería"
Inmobiliaria Colonial,Meliá Hotels International,0.4110912482635191,Socimi,"Ocio, Turismo Y Hostelería"
International Airlines Group,Meliá Hotels International,0.6234346877101569,Transporte Y Distribución,"Ocio, Turismo Y Hostelería"
Laboratorios Rovi,Meliá Hotels International,0.15787262006244587,Productos Farmacéuticos Y Biotecnología,"Ocio, Turismo Y Hostelería"
Logista,Meliá Hotels International,0.28042734980959627,Transporte Y Distribución,"Ocio, Turismo Y Hostelería"
MAPFRE,Meliá Hotels International,0.35595613990419034,Seguros,"Ocio, Turismo Y Hostelería"
Merlin Properties,Meliá Hotels International,0.4162577693556682,Socimi,"Ocio, Turismo Y Hostelería"
Naturgy,Meliá Hotels International,0.1485016679214612,Electricidad Y Gas,"Ocio, Turismo Y Hostelería"
Redeia,Meliá Hotels International,0.07744500975289564,Electricidad Y Gas,"Ocio, Turismo Y Hostelería"
Repsol,Meliá Hotels International,0.23695750128777787,Petróleo,"Ocio, Turismo Y Hostelería"
Sacyr,Meliá Hotels International,0.444852570969992,Construcción,"Ocio, Turismo Y Hostelería"
Santander,Meliá Hotels International,0.45927426722608267,Bancos Y Cajas De Ahorro,"Ocio, Turismo Y Hostelería"
Solaria,Meliá Hotels International,0.1779902693307642,Energías Renovables,"Ocio, Turismo Y Hostelería"
Telefónica,Meliá Hotels International,0.20408163092380513,Telecomunicaciones Y Otros,"Ocio, Turismo Y Hostelería"
Unicaja,Meliá Hotels International,0.3643218284183063,Bancos Y Cajas De Ahorro,"Ocio, Turismo Y Hostelería"
ACS,Merlin Properties,0.3989375453604893,Construcción,Socimi
Acciona,Merlin Properties,0.40293694015881926,Construcción,Socimi
Acciona Energía,Merlin Properties,0.34743674048574075,Energías Renovables,Socimi
Acerinox,Merlin Properties,0.3512278303814676,"Mineral, Metales Y Transformación",Socimi
Aena,Merlin Properties,0.39475502768256443,Transporte Y Distribución,Socimi
Amadeus IT Group,Merlin Properties,0.4359373215509162,Electrónica Y Software,Socimi
ArcelorMittal,Merlin Properties,0.32551727812444015,"Mineral, Metales Y Transformación",Socimi
BBVA,Merlin Properties,0.36223330817551286,Bancos Y Cajas De Ahorro,Socimi
Banco Sabadell,Merlin Properties,0.27320476309821257,Bancos Y Cajas De Ahorro,Socimi
Bankinter,Merlin Properties,0.27758783981569723,Bancos Y Cajas De Ahorro,Socimi
