Activo_1,Activo_2,Correlacion,Sector_Activo_1,Sector_Activo_2
Laboratorios Rovi,Banco Sabadell,0.1247813851035085,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Logista,Banco Sabadell,0.30912863201536134,Transporte Y Distribución,Bancos Y Cajas De Ahorro
MAPFRE,Banco Sabadell,0.4956409785468858,Seguros,Bancos Y Cajas De Ahorro
Meliá Hotels International,Banco Sabadell,0.36578111356685794,"Ocio, Turismo Y Hostelería",Bancos Y Cajas De Ahorro
Merlin Properties,Banco Sabadell,0.27370434183317194,Socimi,Bancos Y Cajas De Ahorro
Naturgy,Banco Sabadell,0.11640603114168671,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Redeia,Banco Sabadell,0.03686411420418349,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Repsol,Banco Sabadell,0.2721541758233854,Petróleo,Bancos Y Cajas De Ahorro
Sacyr,Banco Sabadell,0.4042044990342154,Construcción,Bancos Y Cajas De Ahorro
Santander,Banco Sabadell,0.7109220397814858,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Solaria,Banco Sabadell,0.03261398873724253,Energías Renovables,Bancos Y Cajas De Ahorro
Telefónica,Banco Sabadell,0.2537769248125458,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Unicaja,Banco Sabadell,0.6953929064736705,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
ACS,Bankinter,0.40211737470812914,Construcción,Bancos Y Cajas De Ahorro
Acciona,Bankinter,0.16949710331527587,Construcción,Bancos Y Cajas De Ahorro
Acciona Energía,Bankinter,0.10034770216142141,Energías Renovables,Bancos Y Cajas De Ahorro
Acerinox,Bankinter,0.36868226358877026,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
Aena,Bankinter,0.2893061107781934,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Amadeus IT Group,Bankinter,0.32049388356045966,Electrónica Y Software,Bancos Y Cajas De Ahorro
ArcelorMittal,Bankinter,0.36757402120814997,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
BBVA,Bankinter,0.6378486133037864,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Banco Sabadell,Bankinter,0.7480500849915864,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
CaixaBank,Bankinter,0.8156670546236765,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Cellnex Telecom,Bankinter,-0.0009412401163624496,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Enagás,Bankinter,0.09528875127653058,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Endesa,Bankinter,0.19042789590040232,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Ferrovial,Bankinter,0.28484786743444745,Construcción,Bancos Y Cajas De Ahorro
Fluidra,Bankinter,0.22274907518814,Ingeniería Y Otros,Bancos Y Cajas De Ahorro
Grifols,Bankinter,0.13813413613567102,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Iberdrola,Bankinter,0.1401860413891694,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Inditex,Bankinter,0.29003235550611467,"Textil, Vestido Y Calzado",Bancos Y Cajas De Ahorro
Indra,Bankinter,0.22879100810675893,Electrónica Y Software,Bancos Y Cajas De Ahorro
Inmobiliaria Colonial,Bankinter,0.22362928266042406,Socimi,Bancos Y Cajas De Ahorro
International Airlines Group,Bankinter,0.3663229653581837,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Laboratorios Rovi,Bankinter,0.12574829798112633,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Logista,Bankinter,0.32256154417832517,Transporte Y Distribución,Bancos Y Cajas De Ahorro
MAPFRE,Bankinter,0.4927796846139186,Seguros,Bancos Y Cajas De Ahorro
Meliá Hotels International,Bankinter,0.3319769863710521,"Ocio, Turismo Y Hostelería",Bancos Y Cajas De Ahorro
Merlin Properties,Bankinter,0.27808514686821956,Socimi,Bancos Y Cajas De Ahorro
Naturgy,Bankinter,0.1309952792009633,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Redeia,Bankinter,0.043734766284695074,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Repsol,Bankinter,0.25980449261039074,Petróleo,Bancos Y Cajas De Ahorro
Sacyr,Bankinter,0.4040557814785478,Construcción,Bancos Y Cajas De Ahorro
Santander,Bankinter,0.6749371840873813,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Solaria,Bankinter,0.030961244519173682,Energías Renovables,Bancos Y Cajas De Ahorro
Telefónica,Bankinter,0.22104200870796464,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Unicaja,Bankinter,0.6961566481598095,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
ACS,CaixaBank,0.4085214367845224,Construcción,Bancos Y Cajas De Ahorro
Acciona,CaixaBank,0.1925386999534438,Construcción,Bancos Y Cajas De Ahorro
Acciona Energía,CaixaBank,0.11621116167401684,Energías Renovables,Bancos Y Cajas De Ahorro
Acerinox,CaixaBank,0.3847572939552201,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
Aena,CaixaBank,0.29476536314189233,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Amadeus IT Group,CaixaBank,0.32112320837225244,Electrónica Y Software,Bancos Y Cajas De Ahorro
ArcelorMittal,CaixaBank,0.39105078358631784,"Mineral, Metales Y Transformación",Bancos Y Cajas De Ahorro
BBVA,CaixaBank,0.6737502290815282,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Banco Sabadell,CaixaBank,0.7750187664944584,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Bankinter,CaixaBank,0.8156670546236765,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Cellnex Telecom,CaixaBank,-0.025516592960169684,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Enagás,CaixaBank,0.11506450863621721,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Endesa,CaixaBank,0.19035257253188034,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Ferrovial,CaixaBank,0.2794732784422198,Construcción,Bancos Y Cajas De Ahorro
Fluidra,CaixaBank,0.21453192391435713,Ingeniería Y Otros,Bancos Y Cajas De Ahorro
Grifols,CaixaBank,0.1383642488041429,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Iberdrola,CaixaBank,0.16293879525649282,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Inditex,CaixaBank,0.2896046140187721,"Textil, Vestido Y Calzado",Bancos Y Cajas De Ahorro
Indra,CaixaBank,0.23549469113990845,Electrónica Y Software,Bancos Y Cajas De Ahorro
Inmobiliaria Colonial,CaixaBank,0.2169742247533804,Socimi,Bancos Y Cajas De Ahorro
International Airlines Group,CaixaBank,0.3720905090880874,Transporte Y Distribución,Bancos Y Cajas De Ahorro
Laboratorios Rovi,CaixaBank,0.11730658039007777,Productos Farmacéuticos Y Biotecnología,Bancos Y Cajas De Ahorro
Logista,CaixaBank,0.30440137207855866,Transporte Y Distribución,Bancos Y Cajas De Ahorro
MAPFRE,CaixaBank,0.49849461391722555,Seguros,Bancos Y Cajas De Ahorro
Meliá Hotels International,CaixaBank,0.34726982245503013,"Ocio, Turismo Y Hostelería",Bancos Y Cajas De Ahorro
Merlin Properties,CaixaBank,0.2635606803359387,Socimi,Bancos Y Cajas De Ahorro
Naturgy,CaixaBank,0.14187456685615954,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Redeia,CaixaBank,0.05034588494441179,Electricidad Y Gas,Bancos Y Cajas De Ahorro
Repsol,CaixaBank,0.30723286246561154,Petróleo,Bancos Y Cajas De Ahorro
Sacyr,CaixaBank,0.4080108610405253,Construcción,Bancos Y Cajas De Ahorro
Santander,CaixaBank,0.7222365000653277,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
Solaria,CaixaBank,0.055191618236852695,Energías Renovables,Bancos Y Cajas De Ahorro
Telefónica,CaixaBank,0.2050419452363186,Telecomunicaciones Y Otros,Bancos Y Cajas De Ahorro
Unicaja,CaixaBank,0.7051633042567709,Bancos Y Cajas De Ahorro,Bancos Y Cajas De Ahorro
ACS,Cellnex Telecom,0.17130492481792156,Construcción,Telecomunicaciones Y Otros
Acciona,Cellnex Telecom,0.39528990115859935,Construcción,Telecomunicaciones Y Otros
Acciona Energía,Cellnex Telecom,0.3552421337965338,Energías Renovables,Telecomunicaciones Y Otros
Acerinox,Cellnex Telecom,0.14260595574327628,"Mineral, Metales Y Transformación",Telecomunicaciones Y Otros
Aena,Cellnex Telecom,0.26979183785195365,Transporte Y Distribución,Telecomunicaciones Y Otros
Amadeus IT Group,Cellnex Telecom,0.2598228432367755,Electrónica Y Software,Telecomunicaciones Y Otros
ArcelorMittal,Cellnex Telecom,0.1199397232642008,"Mineral, Metales Y Transformación",Telecomunicaciones Y Otros
BBVA,Cellnex Telecom,0.09989824170533984,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Banco Sabadell,Cellnex Telecom,-0.005713932653499252,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Bankinter,Cellnex Telecom,-0.0009412401163624496,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
CaixaBank,Cellnex Telecom,-0.025516592960169684,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Enagás,Cellnex Telecom,0.3291440956536217,Electricidad Y Gas,Telecomunicaciones Y Otros
Endesa,Cellnex Telecom,0.3253354691277138,Electricidad Y Gas,Telecomunicaciones Y Otros
Ferrovial,Cellnex Telecom,0.33740703849863846,Construcción,Telecomunicaciones Y Otros
Fluidra,Cellnex Telecom,0.307913393400563,Ingeniería Y Otros,Telecomunicaciones Y Otros
Grifols,Cellnex Telecom,0.1908890296960017,Productos Farmacéuticos Y Biotecnología,Telecomunicaciones Y Otros
Iberdrola,Cellnex Telecom,0.4073324458101834,Electricidad Y Gas,Telecomunicaciones Y Otros
Inditex,Cellnex Telecom,0.24183842689036708,"Textil, Vestido Y Calzado",Telecomunicaciones Y Otros
Indra,Cellnex Telecom,0.11837607091544103,Electrónica Y Software,Telecomunicaciones Y Otros
Inmobiliaria Colonial,Cellnex Telecom,0.43700316776858605,Socimi,Telecomunicaciones Y Otros
International Airlines Group,Cellnex Telecom,0.168512940664151,Transporte Y Distribución,Telecomunicaciones Y Otros
Laboratorios Rovi,Cellnex Telecom,0.18572188170916645,Productos Farmacéuticos Y Biotecnología,Telecomunicaciones Y Otros
Logista,Cellnex Telecom,0.20096721380014698,Transporte Y Distribución,Telecomunicaciones Y Otros
MAPFRE,Cellnex Telecom,0.17816887705028547,Seguros,Telecomunicaciones Y Otros
Meliá Hotels International,Cellnex Telecom,0.19300010430097644,"Ocio, Turismo Y Hostelería",Telecomunicaciones Y Otros
Merlin Properties,Cellnex Telecom,0.3746027181616214,Socimi,Telecomunicaciones Y Otros
Naturgy,Cellnex Telecom,0.27762312517422544,Electricidad Y Gas,Telecomunicaciones Y Otros
Redeia,Cellnex Telecom,0.3689829515838021,Electricidad Y Gas,Telecomunicaciones Y Otros
Repsol,Cellnex Telecom,-0.024711098216031097,Petróleo,Telecomunicaciones Y Otros
Sacyr,Cellnex Telecom,0.2557676178063788,Construcción,Telecomunicaciones Y Otros
Santander,Cellnex Telecom,0.0932365868848111,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
Solaria,Cellnex Telecom,0.3031743779813287,Energías Renovables,Telecomunicaciones Y Otros
Telefónica,Cellnex Telecom,0.2321588058809466,Telecomunicaciones Y Otros,Telecomunicaciones Y Otros
Unicaja,Cellnex Telecom,0.00829260970312036,Bancos Y Cajas De Ahorro,Telecomunicaciones Y Otros
ACS,Enagás,0.21739841501329785,Construcción,Electricidad Y Gas
Acciona,Enagás,0.4319310551526293,Construcción,Electricidad Y Gas
Acciona Energía,Enagás,0.29926797823260143,Energías Renovables,Electricidad Y Gas
Acerinox,Enagás,0.15425369198525976,"Mineral, Metales Y Transformación",Electricidad Y Gas
Aena,Enagás,0.2658861673959043,Transporte Y Distribución,Electricidad Y Gas
Amadeus IT Group,Enagás,0.14114933311837805,Electrónica Y Software,Electricidad Y Gas
ArcelorMittal,Enagás,0.13404605384324741,"Mineral, Metales Y Transformación",Electricidad Y Gas
BBVA,Enagás,0.13545260603307804,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Banco Sabadell,Enagás,0.0871068333155491,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Bankinter,Enagás,0.09528875127653058,Bancos Y Cajas De Ahorro,Electricidad Y Gas
CaixaBank,Enagás,0.11506450863621721,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Cellnex Telecom,Enagás,0.3291440956536217,Telecomunicaciones Y Otros,Electricidad Y Gas
Endesa,Enagás,0.5081365125181645,Electricidad Y Gas,Electricidad Y Gas
Ferrovial,Enagás,0.3022591006667106,Construcción,Electricidad Y Gas
Fluidra,Enagás,0.1404777496073254,Ingeniería Y Otros,Electricidad Y Gas
Grifols,Enagás,0.13298043549015232,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Iberdrola,Enagás,0.48936162124029087,Electricidad Y Gas,Electricidad Y Gas
Inditex,Enagás,0.17808113607995635,"Textil, Vestido Y Calzado",Electricidad Y Gas
Indra,Enagás,0.11511403441720211,Electrónica Y Software,Electricidad Y Gas
Inmobiliaria Colonial,Enagás,0.36207751201192356,Socimi,Electricidad Y Gas
International Airlines Group,Enagás,0.12379387537790254,Transporte Y Distribución,Electricidad Y Gas
Laboratorios Rovi,Enagás,0.0852897837518986,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Logista,Enagás,0.22166282116537928,Transporte Y Distribución,Electricidad Y Gas
MAPFRE,Enagás,0.26597646342798187,Seguros,Electricidad Y Gas
Meliá Hotels International,Enagás,0.13814857450442575,"Ocio, Turismo Y Hostelería",Electricidad Y Gas
Merlin Properties,Enagás,0.3435812144200912,Socimi,Electricidad Y Gas
Naturgy,Enagás,0.5182922985056871,Electricidad Y Gas,Electricidad Y Gas
Redeia,Enagás,0.6544628499338097,Electricidad Y Gas,Electricidad Y Gas
Repsol,Enagás,0.2020382182234998,Petróleo,Electricidad Y Gas
Sacyr,Enagás,0.2880570123749209,Construcción,Electricidad Y Gas
Santander,Enagás,0.16452051661761402,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Solaria,Enagás,0.28662486242289537,Energías Renovables,Electricidad Y Gas
Telefónica,Enagás,0.32826921325674513,Telecomunicaciones Y Otros,Electricidad Y Gas
Unicaja,Enagás,0.09212052932048798,Bancos Y Cajas De Ahorro,Electricidad Y Gas
ACS,Endesa,0.30034884532717215,Construcción,Electricidad Y Gas
Acciona,Endesa,0.4793378757461483,Construcción,Electricidad Y Gas
Acciona Energía,Endesa,0.37510765311533234,Energías Renovables,Electricidad Y Gas
Acerinox,Endesa,0.20635715897743928,"Mineral, Metales Y Transformación",Electricidad Y Gas
Aena,Endesa,0.2960356317493748,Transporte Y Distribución,Electricidad Y Gas
Amadeus IT Group,Endesa,0.2294950164872348,Electrónica Y Software,Electricidad Y Gas
ArcelorMittal,Endesa,0.13560997847492923,"Mineral, Metales Y Transformación",Electricidad Y Gas
BBVA,Endesa,0.21719399357372213,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Banco Sabadell,Endesa,0.16363704486835154,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Bankinter,Endesa,0.19042789590040232,Bancos Y Cajas De Ahorro,Electricidad Y Gas
CaixaBank,Endesa,0.19035257253188034,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Cellnex Telecom,Endesa,0.3253354691277138,Telecomunicaciones Y Otros,Electricidad Y Gas
Enagás,Endesa,0.5081365125181645,Electricidad Y Gas,Electricidad Y Gas
Ferrovial,Endesa,0.36269226881349576,Construcción,Electricidad Y Gas
Fluidra,Endesa,0.22677122420014836,Ingeniería Y Otros,Electricidad Y Gas
Grifols,Endesa,0.10292498481570311,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Iberdrola,Endesa,0.717348605440384,Electricidad Y Gas,Electricidad Y Gas
Inditex,Endesa,0.24953190091496735,"Textil, Vestido Y Calzado",Electricidad Y Gas
Indra,Endesa,0.13307016384397374,Electrónica Y Software,Electricidad Y Gas
Inmobiliaria Colonial,Endesa,0.35030347044401206,Socimi,Electricidad Y Gas
International Airlines Group,Endesa,0.20427837191589213,Transporte Y Distribución,Electricidad Y Gas
Laboratorios Rovi,Endesa,0.13564262875609695,Productos Farmacéuticos Y Biotecnología,Electricidad Y Gas
Logista,Endesa,0.22216796726620086,Transporte Y Distribución,Electricidad Y Gas
MAPFRE,Endesa,0.30490211985398036,Seguros,Electricidad Y Gas
Meliá Hotels International,Endesa,0.19691413714434242,"Ocio, Turismo Y Hostelería",Electricidad Y Gas
Merlin Properties,Endesa,0.35078375057427885,Socimi,Electricidad Y Gas
Naturgy,Endesa,0.4837066321346117,Electricidad Y Gas,Electricidad Y Gas
Redeia,Endesa,0.5507687349973713,Electricidad Y Gas,Electricidad Y Gas
Repsol,Endesa,0.11807703972708457,Petróleo,Electricidad Y Gas
Sacyr,Endesa,0.33048341418097443,Construcción,Electricidad Y Gas
Santander,Endesa,0.2467111889802476,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Solaria,Endesa,0.3569494528896216,Energías Renovables,Electricidad Y Gas
Telefónica,Endesa,0.26104295729570204,Telecomunicaciones Y Otros,Electricidad Y Gas
Unicaja,Endesa,0.17412281000138102,Bancos Y Cajas De Ahorro,Electricidad Y Gas
ACS,Ferrovial,0.5799353357878909,Construcción,Construcción
Acciona,Ferrovial,0.3574513202066899,Construcción,Construcción
Acciona Energía,Ferrovial,0.26100980618652425,Energías Renovables,Construcción
Acerinox,Ferrovial,0.3687973630402968,"Mineral, Metales Y Transformación",Construcción
Aena,Ferrovial,0.5397587260727709,Transporte Y Distribución,Construcción
Amadeus IT Group,Ferrovial,0.47300510081620417,Electrónica Y Software,Construcción
ArcelorMittal,Ferrovial,0.3443386056816647,"Mineral, Metales Y Transformación",Construcción
BBVA,Ferrovial,0.3917396202014846,Bancos Y Cajas De Ahorro,Construcción
Banco Sabadell,Ferrovial,0.27907052466174137,Bancos Y Cajas De Ahorro,Construcción
Bankinter,Ferrovial,0.28484786743444745,Bancos Y Cajas De Ahorro,Construcción
CaixaBank,Ferrovial,0.2794732784422198,Bancos Y Cajas De Ahorro,Construcción
Cellnex Telecom,Ferrovial,0.33740703849863846,Telecomunicaciones Y Otros,Construcción
Enagás,Ferrovial,0.3022591006667106,Electricidad Y Gas,Construcción
Endesa,Ferrovial,0.36269226881349576,Electricidad Y Gas,Construcción
Fluidra,Ferrovial,0.35354517825359333,Ingeniería Y Otros,Construcción
Grifols,Ferrovial,0.1884292619701142,Productos Farmacéuticos Y Biotecnología,Construcción
Iberdrola,Ferrovial,0.3800224167212628,Electricidad Y Gas,Construcción
Inditex,Ferrovial,0.4471073506524297,"Textil, Vestido Y Calzado",Construcción
Indra,Ferrovial,0.3034874521705991,Electrónica Y Software,Construcción
Inmobiliaria Colonial,Ferrovial,0.4156692211125218,Socimi,Construcción
International Airlines Group,Ferrovial,0.46169307163663226,Transporte Y Distribución,Construcción
Laboratorios Rovi,Ferrovial,0.194761218660283,Productos Farmacéuticos Y Biotecnología,Construcción
Logista,Ferrovial,0.3204386918843545,Transporte Y Distribución,Construcción
MAPFRE,Ferrovial,0.39739431486988575,Seguros,Construcción
Meliá Hotels International,Ferrovial,0.4036484207172715,"Ocio, Turismo Y Hostelería",Construcción
Merlin Properties,Ferrovial,0.43720732268161944,Socimi,Construcción
Naturgy,Ferrovial,0.298090566753894,Electricidad Y Gas,Construcción
Redeia,Ferrovial,0.27684679747719226,Electricidad Y Gas,Construcción
Repsol,Ferrovial,0.20714467605401463,Petróleo,Construcción
Sacyr,Ferrovial,0.5554678038287736,Construcción,Construcción
Santander,Ferrovial,0.41458286793799753,Bancos Y Cajas De Ahorro,Construcción
Solaria,Ferrovial,0.2601201920177159,Energías Renovables,Construcción
Telefónica,Ferrovial,0.2159292291576244,Telecomunicaciones Y Otros,Construcción
Unicaja,Ferrovial,0.2796739350292639,Bancos Y Cajas De Ahorro,Construcción
ACS,Fluidra,0.31039401526051275,Construcción,Ingeniería Y Otros
Acciona,Fluidra,0.281411787709917,Construcción,Ingeniería Y Otros
Acciona Energía,Fluidra,0.24363138908134957,Energías Renovables,Ingeniería Y Otros
Acerinox,Fluidra,0.36770967809325533,"Mineral, Metales Y Transformación",Ingeniería Y Otros
Aena,Fluidra,0.29712136052936616,Transporte Y Distribución,Ingeniería Y Otros
Amadeus IT Group,Fluidra,0.33925143285025455,Electrónica Y Software,Ingeniería Y Otros
ArcelorMittal,Fluidra,0.37671237776458333,"Mineral, Metales Y Transformación",Ingeniería Y Otros
BBVA,Fluidra,0.329305082896278,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Banco Sabadell,Fluidra,0.21482346516887632,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Bankinter,Fluidra,0.22274907518814,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
CaixaBank,Fluidra,0.21453192391435713,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Cellnex Telecom,Fluidra,0.307913393400563,Telecomunicaciones Y Otros,Ingeniería Y Otros
Enagás,Fluidra,0.1404777496073254,Electricidad Y Gas,Ingeniería Y Otros
Endesa,Fluidra,0.22677122420014836,Electricidad Y Gas,Ingeniería Y Otros
Ferrovial,Fluidra,0.35354517825359333,Construcción,Ingeniería Y Otros
Grifols,Fluidra,0.2118295398539061,Productos Farmacéuticos Y Biotecnología,Ingeniería Y Otros
Iberdrola,Fluidra,0.2354635588054653,Electricidad Y Gas,Ingeniería Y Otros
Inditex,Fluidra,0.3199540979202358,"Textil, Vestido Y Calzado",Ingeniería Y Otros
Indra,Fluidra,0.20207535727975795,Electrónica Y Software,Ingeniería Y Otros
Inmobiliaria Colonial,Fluidra,0.38872312724546343,Socimi,Ingeniería Y Otros
International Airlines Group,Fluidra,0.351842847220837,Transporte Y Distribución,Ingeniería Y Otros
Laboratorios Rovi,Fluidra,0.2400498500439306,Productos Farmacéuticos Y Biotecnología,Ingeniería Y Otros
Logista,Fluidra,0.22619149458922863,Transporte Y Distribución,Ingeniería Y Otros
MAPFRE,Fluidra,0.2578740911066725,Seguros,Ingeniería Y Otros
Meliá Hotels International,Fluidra,0.3326137632306632,"Ocio, Turismo Y Hostelería",Ingeniería Y Otros
Merlin Properties,Fluidra,0.3664054501407352,Socimi,Ingeniería Y Otros
Naturgy,Fluidra,0.12264647176075832,Electricidad Y Gas,Ingeniería Y Otros
Redeia,Fluidra,0.16244147634724285,Electricidad Y Gas,Ingeniería Y Otros
Repsol,Fluidra,0.12096771401325108,Petróleo,Ingeniería Y Otros
Sacyr,Fluidra,0.34767265016299737,Construcción,Ingeniería Y Otros
Santander,Fluidra,0.3511985222647692,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
Solaria,Fluidra,0.2320815567057387,Energías Renovables,Ingeniería Y Otros
Telefónica,Fluidra,0.12938968698420358,Telecomunicaciones Y Otros,Ingeniería Y Otros
Unicaja,Fluidra,0.21369327290863846,Bancos Y Cajas De Ahorro,Ingeniería Y Otros
ACS,Grifols,0.15217396334622216,Construcción,Productos Farmacéuticos Y Biotecnología
Acciona,Grifols,0.18217526587318486,Construcción,Productos Farmacéuticos Y Biotecnología
Acciona Energía,Grifols,0.18419478621439667,Energías Renovables,Productos Farmacéuticos Y Biotecnología
Acerinox,Grifols,0.17683982035976054,"Mineral, Metales Y Transformación",Productos Farmacéuticos Y Biotecnología
Aena,Grifols,0.2115567196087768,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
Amadeus IT Group,Grifols,0.28158905791982025,Electrónica Y Software,Productos Farmacéuticos Y Biotecnología
ArcelorMittal,Grifols,0.18813490590894524,"Mineral, Metales Y Transformación",Productos Farmacéuticos Y Biotecnología
BBVA,Grifols,0.19355294827288017,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Banco Sabadell,Grifols,0.16300863674742339,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Bankinter,Grifols,0.13813413613567102,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
CaixaBank,Grifols,0.1383642488041429,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Cellnex Telecom,Grifols,0.1908890296960017,Telecomunicaciones Y Otros,Productos Farmacéuticos Y Biotecnología
Enagás,Grifols,0.13298043549015232,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Endesa,Grifols,0.10292498481570311,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Ferrovial,Grifols,0.1884292619701142,Construcción,Productos Farmacéuticos Y Biotecnología
Fluidra,Grifols,0.2118295398539061,Ingeniería Y Otros,Productos Farmacéuticos Y Biotecnología
Iberdrola,Grifols,0.16250282098987723,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Inditex,Grifols,0.17153912300886193,"Textil, Vestido Y Calzado",Productos Farmacéuticos Y Biotecnología
Indra,Grifols,0.13921944881069553,Electrónica Y Software,Productos Farmacéuticos Y Biotecnología
Inmobiliaria Colonial,Grifols,0.2889257083182367,Socimi,Productos Farmacéuticos Y Biotecnología
International Airlines Group,Grifols,0.2532979189812126,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
Laboratorios Rovi,Grifols,0.15160453194306886,Productos Farmacéuticos Y Biotecnología,Productos Farmacéuticos Y Biotecnología
Logista,Grifols,0.1484081019987361,Transporte Y Distribución,Productos Farmacéuticos Y Biotecnología
MAPFRE,Grifols,0.15080589502720343,Seguros,Productos Farmacéuticos Y Biotecnología
Meliá Hotels International,Grifols,0.248496787576743,"Ocio, Turismo Y Hostelería",Productos Farmacéuticos Y Biotecnología
Merlin Properties,Grifols,0.24118384433600948,Socimi,Productos Farmacéuticos Y Biotecnología
Naturgy,Grifols,0.14166853200198293,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Redeia,Grifols,0.12227269030418358,Electricidad Y Gas,Productos Farmacéuticos Y Biotecnología
Repsol,Grifols,0.08410022496907266,Petróleo,Productos Farmacéuticos Y Biotecnología
Sacyr,Grifols,0.21826059995060676,Construcción,Productos Farmacéuticos Y Biotecnología
Santander,Grifols,0.22213272424132008,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
Solaria,Grifols,0.23039641056001678,Energías Renovables,Productos Farmacéuticos Y Biotecnología
Telefónica,Grifols,0.14290831270062632,Telecomunicaciones Y Otros,Productos Farmacéuticos Y Biotecnología
Unicaja,Grifols,0.18488265087660732,Bancos Y Cajas De Ahorro,Productos Farmacéuticos Y Biotecnología
ACS,Iberdrola,0.2967497852297815,Construcción,Electricidad Y Gas
Acciona,Iberdrola,0.5425582491833555,Construcción,Electricidad Y Gas
Acciona Energía,Iberdrola,0.4535781039394985,Energías Renovables,Electricidad Y Gas
Acerinox,Iberdrola,0.19231101918626395,"Mineral, Metales Y Transformación",Electricidad Y Gas
Aena,Iberdrola,0.3078182939016878,Transporte Y Distribución,Electricidad Y Gas
Amadeus IT Group,Iberdrola,0.27767469369975856,Electrónica Y Software,Electricidad Y Gas
ArcelorMittal,Iberdrola,0.13986160898611658,"Mineral, Metales Y Transformación",Electricidad Y Gas
BBVA,Iberdrola,0.21857132828614098,Bancos Y Cajas De Ahorro,Electricidad Y Gas
Banco Sabadell,Iberdrola,0.11199765092390396,Bancos Y Cajas De Ahorro,Electricidad Y Gas
